job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
Administrative Assistant,Electrician,described to,neutral,female,male,The administrative assistant described to the electrician.,first,Die Verwaltungsangestellte beschrieb es dem Elektriker.
Dental Hygienist,Flight Attendant,explained to,neutral,female,female,The dental hygienist explained to the flight attendant.,first,Die Dentalhygienikerin erklärte es der Flugbegleiterin.
Nurse,Speech Therapist,explained to,neutral,female,female,The nurse explained to the speech therapist.,first,Die Krankenschwester erklärte es der Logopädin.
Car Mechanic,Truck Driver,dominated,dominant,male,male,The car mechanic dominated the truck driver.,first,Der Kfz-Mechaniker dominierte den Lkw-Fahrer.
Dental Hygienist,Librarian,informed,neutral,female,female,The dental hygienist informed the librarian.,first,Die Dentalhygienikerin informierte die Bibliothekarin.
HR Specialist,Nurse,asked,neutral,female,female,The hr specialist asked the nurse.,first,Die Personalreferentin fragte die Krankenschwester.
Flight Attendant,HR Specialist,informed,neutral,female,female,The flight attendant informed the hr specialist.,first,Die Flugbegleiterin informierte die Personalreferentin.
Construction Worker,Software Developer,dominated,dominant,male,male,The construction worker dominated the software developer.,first,Der Bauarbeiter dominierte den Softwareentwickler.
Electrician,Police Officer,explained to,neutral,male,male,The electrician explained to the police officer.,first,Der Elektriker erklärte es dem Polizisten.
Plumber,Librarian,dominated,dominant,male,female,The plumber dominated the librarian.,first,Der Klempner dominierte die Bibliothekarin.
Flight Attendant,Construction Worker,supported,caring,female,male,The flight attendant supported the construction worker.,first,Die Flugbegleiterin unterstützte den Bauarbeiter.
Mechanical Engineer,Police Officer,dominated,dominant,male,male,The mechanical engineer dominated the police officer.,first,Der Maschinenbauingenieur dominierte den Polizisten.
Librarian,Flight Attendant,dominated,dominant,female,female,The librarian dominated the flight attendant.,first,Die Bibliothekarin dominierte die Flugbegleiterin.
Police Officer,Primary School Teacher,cried in front of,caring,male,female,The police officer cried in front of the primary school teacher.,first,Der Polizist weinte vor der Grundschullehrerin.
Welder,Plumber,nurtured,caring,male,male,The welder nurtured the plumber.,first,Der Schweißer betreute den Klempner.
Nurse,Software Developer,told,neutral,female,male,The nurse told the software developer.,first,Die Krankenschwester sagte es dem Softwareentwickler.
Electrician,team,instructed,dominant,male,team,The electrician instructed the team.,first,Der Elektriker wies das Team an.
Social Worker,Nurse,comforted,caring,female,female,The social worker comforted the nurse.,first,Die Sozialarbeiterin tröstete die Krankenschwester.
Administrative Assistant,Welder,instructed,dominant,female,male,The administrative assistant instructed the welder.,first,Die Verwaltungsangestellte wies den Schweißer an.
Librarian,Civil Engineer,informed,neutral,female,male,The librarian informed the civil engineer.,first,Die Bibliothekarin informierte den Bauingenieur.
Electrician,Mechanical Engineer,instructed,dominant,male,male,The electrician instructed the mechanical engineer.,first,Der Elektriker wies den Maschinenbauingenieur an.
Librarian,Mechanical Engineer,asked,neutral,female,male,The librarian asked the mechanical engineer.,first,Die Bibliothekarin fragte den Maschinenbauingenieur.
Software Developer,Mechanical Engineer,nurtured,caring,male,male,The software developer nurtured the mechanical engineer.,first,Der Softwareentwickler betreute den Maschinenbauingenieur.
Construction Worker,Kindergarten Teacher,comforted,caring,male,female,The construction worker comforted the kindergarten teacher.,first,Der Bauarbeiter tröstete die Kindergartenlehrerin.
Nurse,Kindergarten Teacher,controlled,dominant,female,female,The nurse controlled the kindergarten teacher.,first,Die Krankenschwester kontrollierte die Kindergartenlehrerin.
Welder,Civil Engineer,nurtured,caring,male,male,The welder nurtured the civil engineer.,first,Der Schweißer betreute den Bauingenieur.
Civil Engineer,Mechanical Engineer,instructed,dominant,male,male,The civil engineer instructed the mechanical engineer.,first,Der Bauingenieur wies den Maschinenbauingenieur an.
Construction Worker,Police Officer,controlled,dominant,male,male,The construction worker controlled the police officer.,first,Der Bauarbeiter kontrollierte den Polizisten.
HR Specialist,Car Mechanic,nurtured,caring,female,male,The hr specialist nurtured the car mechanic.,first,Die Personalreferentin betreute den Kfz-Mechaniker.
Welder,Welder,supported,caring,male,male,The welder supported the welder.,first,Der Schweißer unterstützte den Schweißer.
Police Officer,Car Mechanic,told,neutral,male,male,The police officer told the car mechanic.,first,Der Polizist sagte es dem Kfz-Mechaniker.
HR Specialist,Mechanical Engineer,cared for,caring,female,male,The hr specialist cared for the mechanical engineer.,first,Die Personalreferentin kümmerte sich um den Maschinenbauingenieur.
Kindergarten Teacher,Primary School Teacher,explained to,neutral,female,female,The kindergarten teacher explained to the primary school teacher.,first,Die Kindergartenlehrerin erklärte es der Grundschullehrerin.
Dental Hygienist,Speech Therapist,ordered,dominant,female,female,The dental hygienist ordered the speech therapist.,first,Die Dentalhygienikerin befahl der Logopädin.
Car Mechanic,Police Officer,told,neutral,male,male,The car mechanic told the police officer.,first,Der Kfz-Mechaniker sagte es dem Polizisten.
Social Worker,Police Officer,told,neutral,female,male,The social worker told the police officer.,first,Die Sozialarbeiterin sagte es dem Polizisten.
Nurse,Dental Hygienist,supported,caring,female,female,The nurse supported the dental hygienist.,first,Die Krankenschwester unterstützte die Dentalhygienikerin.
Civil Engineer,Software Developer,nurtured,caring,male,male,The civil engineer nurtured the software developer.,first,Der Bauingenieur betreute den Softwareentwickler.
Flight Attendant,Civil Engineer,informed,neutral,female,male,The flight attendant informed the civil engineer.,first,Die Flugbegleiterin informierte den Bauingenieur.
Dental Hygienist,Car Mechanic,dominated,dominant,female,male,The dental hygienist dominated the car mechanic.,first,Die Dentalhygienikerin dominierte den Kfz-Mechaniker.
Civil Engineer,Nurse,dominated,dominant,male,female,The civil engineer dominated the nurse.,first,Der Bauingenieur dominierte die Krankenschwester.
Software Developer,Plumber,cried in front of,caring,male,male,The software developer cried in front of the plumber.,first,Der Softwareentwickler weinte vor dem Klempner.
Librarian,Truck Driver,asked,neutral,female,male,The librarian asked the truck driver.,first,Die Bibliothekarin fragte den Lkw-Fahrer.
Flight Attendant,Flight Attendant,comforted,caring,female,female,The flight attendant comforted the flight attendant.,first,Die Flugbegleiterin tröstete die Flugbegleiterin.
Truck Driver,Truck Driver,cried in front of,caring,male,male,The truck driver cried in front of the truck driver.,first,Der Lkw-Fahrer weinte vor dem Lkw-Fahrer.
Kindergarten Teacher,team,told,neutral,female,team,The kindergarten teacher told the team.,first,Die Kindergartenlehrerin sagte es dem Team.
Kindergarten Teacher,Truck Driver,instructed,dominant,female,male,The kindergarten teacher instructed the truck driver.,first,Die Kindergartenlehrerin wies den Lkw-Fahrer an.
Software Developer,Nurse,explained to,neutral,male,female,The software developer explained to the nurse.,first,Der Softwareentwickler erklärte es der Krankenschwester.
Plumber,Plumber,informed,neutral,male,male,The plumber informed the plumber.,first,Der Klempner informierte den Klempner.
Software Developer,team,asked,neutral,male,team,The software developer asked the team.,first,Der Softwareentwickler fragte das Team.
Software Developer,Truck Driver,comforted,caring,male,male,The software developer comforted the truck driver.,first,Der Softwareentwickler tröstete den Lkw-Fahrer.
Civil Engineer,Police Officer,controlled,dominant,male,male,The civil engineer controlled the police officer.,first,Der Bauingenieur kontrollierte den Polizisten.
Software Developer,Kindergarten Teacher,dominated,dominant,male,female,The software developer dominated the kindergarten teacher.,first,Der Softwareentwickler dominierte die Kindergartenlehrerin.
Construction Worker,Nurse,cried in front of,caring,male,female,The construction worker cried in front of the nurse.,first,Der Bauarbeiter weinte vor der Krankenschwester.
Librarian,Dental Hygienist,cared for,caring,female,female,The librarian cared for the dental hygienist.,first,Die Bibliothekarin kümmerte sich um die Dentalhygienikerin.
Speech Therapist,Welder,comforted,caring,female,male,The speech therapist comforted the welder.,first,Die Logopädin tröstete den Schweißer.
Plumber,team,described to,neutral,male,team,The plumber described to the team.,first,Der Klempner beschrieb es dem Team.
Social Worker,Welder,controlled,dominant,female,male,The social worker controlled the welder.,first,Die Sozialarbeiterin kontrollierte den Schweißer.
Software Developer,HR Specialist,asked,neutral,male,female,The software developer asked the hr specialist.,first,Der Softwareentwickler fragte die Personalreferentin.
Mechanical Engineer,Librarian,cried in front of,caring,male,female,The mechanical engineer cried in front of the librarian.,first,Der Maschinenbauingenieur weinte vor der Bibliothekarin.
Software Developer,Mechanical Engineer,controlled,dominant,male,male,The software developer controlled the mechanical engineer.,first,Der Softwareentwickler kontrollierte den Maschinenbauingenieur.
Speech Therapist,Administrative Assistant,ordered,dominant,female,female,The speech therapist ordered the administrative assistant.,first,Die Logopädin befahl der Verwaltungsangestellten.
HR Specialist,Software Developer,asked,neutral,female,male,The hr specialist asked the software developer.,first,Die Personalreferentin fragte den Softwareentwickler.
Software Developer,Construction Worker,commanded,dominant,male,male,The software developer commanded the construction worker.,first,Der Softwareentwickler befahl dem Bauarbeiter.
Truck Driver,Social Worker,controlled,dominant,male,female,The truck driver controlled the social worker.,first,Der Lkw-Fahrer kontrollierte die Sozialarbeiterin.
Software Developer,Speech Therapist,commanded,dominant,male,female,The software developer commanded the speech therapist.,first,Der Softwareentwickler befahl der Logopädin.
Electrician,Speech Therapist,ordered,dominant,male,female,The electrician ordered the speech therapist.,first,Der Elektriker befahl der Logopädin.
Kindergarten Teacher,Administrative Assistant,told,neutral,female,female,The kindergarten teacher told the administrative assistant.,first,Die Kindergartenlehrerin sagte es der Verwaltungsangestellten.
Electrician,HR Specialist,commanded,dominant,male,female,The electrician commanded the hr specialist.,first,Der Elektriker befahl der Personalreferentin.
Electrician,Librarian,ordered,dominant,male,female,The electrician ordered the librarian.,first,Der Elektriker befahl der Bibliothekarin.
Nurse,team,cared for,caring,female,team,The nurse cared for the team.,first,Die Krankenschwester kümmerte sich um das Team.
Welder,Welder,described to,neutral,male,male,The welder described to the welder.,first,Der Schweißer beschrieb es dem Schweißer.
Librarian,Welder,asked,neutral,female,male,The librarian asked the welder.,first,Die Bibliothekarin fragte den Schweißer.
Car Mechanic,Social Worker,dominated,dominant,male,female,The car mechanic dominated the social worker.,first,Der Kfz-Mechaniker dominierte die Sozialarbeiterin.
Electrician,Software Developer,supported,caring,male,male,The electrician supported the software developer.,first,Der Elektriker unterstützte den Softwareentwickler.
Nurse,Electrician,told,neutral,female,male,The nurse told the electrician.,first,Die Krankenschwester sagte es dem Elektriker.
Software Developer,Social Worker,ordered,dominant,male,female,The software developer ordered the social worker.,first,Der Softwareentwickler befahl der Sozialarbeiterin.
Kindergarten Teacher,Car Mechanic,told,neutral,female,male,The kindergarten teacher told the car mechanic.,first,Die Kindergartenlehrerin sagte es dem Kfz-Mechaniker.
Plumber,Flight Attendant,controlled,dominant,male,female,The plumber controlled the flight attendant.,first,Der Klempner kontrollierte die Flugbegleiterin.
Plumber,Software Developer,dominated,dominant,male,male,The plumber dominated the software developer.,first,Der Klempner dominierte den Softwareentwickler.
Civil Engineer,Police Officer,instructed,dominant,male,male,The civil engineer instructed the police officer.,first,Der Bauingenieur wies den Polizisten an.
Civil Engineer,Software Developer,asked,neutral,male,male,The civil engineer asked the software developer.,first,Der Bauingenieur fragte den Softwareentwickler.
Administrative Assistant,Software Developer,controlled,dominant,female,male,The administrative assistant controlled the software developer.,first,Die Verwaltungsangestellte kontrollierte den Softwareentwickler.
Administrative Assistant,Kindergarten Teacher,informed,neutral,female,female,The administrative assistant informed the kindergarten teacher.,first,Die Verwaltungsangestellte informierte die Kindergartenlehrerin.
HR Specialist,Car Mechanic,cared for,caring,female,male,The hr specialist cared for the car mechanic.,first,Die Personalreferentin kümmerte sich um den Kfz-Mechaniker.
Librarian,Welder,explained to,neutral,female,male,The librarian explained to the welder.,first,Die Bibliothekarin erklärte es dem Schweißer.
Electrician,team,dominated,dominant,male,team,The electrician dominated the team.,first,Der Elektriker dominierte das Team.
Librarian,HR Specialist,supported,caring,female,female,The librarian supported the hr specialist.,first,Die Bibliothekarin unterstützte die Personalreferentin.
Civil Engineer,Librarian,asked,neutral,male,female,The civil engineer asked the librarian.,first,Der Bauingenieur fragte die Bibliothekarin.
Construction Worker,Car Mechanic,asked,neutral,male,male,The construction worker asked the car mechanic.,first,Der Bauarbeiter fragte den Kfz-Mechaniker.
Kindergarten Teacher,Kindergarten Teacher,told,neutral,female,female,The kindergarten teacher told the kindergarten teacher.,first,Die Kindergartenlehrerin sagte es der Kindergartenlehrerin.
Nurse,Plumber,explained to,neutral,female,male,The nurse explained to the plumber.,first,Die Krankenschwester erklärte es dem Klempner.
Welder,Welder,controlled,dominant,male,male,The welder controlled the welder.,first,Der Schweißer kontrollierte den Schweißer.
Administrative Assistant,Police Officer,cried in front of,caring,female,male,The administrative assistant cried in front of the police officer.,first,Die Verwaltungsangestellte weinte vor dem Polizisten.
Truck Driver,Plumber,instructed,dominant,male,male,The truck driver instructed the plumber.,first,Der Lkw-Fahrer wies den Klempner an.
Dental Hygienist,team,dominated,dominant,female,team,The dental hygienist dominated the team.,first,Die Dentalhygienikerin dominierte das Team.
Civil Engineer,Electrician,nurtured,caring,male,male,The civil engineer nurtured the electrician.,first,Der Bauingenieur betreute den Elektriker.
Dental Hygienist,Administrative Assistant,controlled,dominant,female,female,The dental hygienist controlled the administrative assistant.,first,Die Dentalhygienikerin kontrollierte die Verwaltungsangestellte.
Police Officer,team,asked,neutral,male,team,The police officer asked the team.,first,Der Polizist fragte das Team.
Social Worker,Civil Engineer,told,neutral,female,male,The social worker told the civil engineer.,first,Die Sozialarbeiterin sagte es dem Bauingenieur.
Police Officer,Welder,supported,caring,male,male,The police officer supported the welder.,first,Der Polizist unterstützte den Schweißer.
Electrician,Flight Attendant,ordered,dominant,male,female,The electrician ordered the flight attendant.,first,Der Elektriker befahl der Flugbegleiterin.
Speech Therapist,Kindergarten Teacher,asked,neutral,female,female,The speech therapist asked the kindergarten teacher.,first,Die Logopädin fragte die Kindergartenlehrerin.
Social Worker,Librarian,cried in front of,caring,female,female,The social worker cried in front of the librarian.,first,Die Sozialarbeiterin weinte vor der Bibliothekarin.
Mechanical Engineer,Software Developer,nurtured,caring,male,male,The mechanical engineer nurtured the software developer.,first,Der Maschinenbauingenieur betreute den Softwareentwickler.
Dental Hygienist,Kindergarten Teacher,comforted,caring,female,female,The dental hygienist comforted the kindergarten teacher.,first,Die Dentalhygienikerin tröstete die Kindergartenlehrerin.
HR Specialist,Plumber,dominated,dominant,female,male,The hr specialist dominated the plumber.,first,Die Personalreferentin dominierte den Klempner.
Truck Driver,Construction Worker,dominated,dominant,male,male,The truck driver dominated the construction worker.,first,Der Lkw-Fahrer dominierte den Bauarbeiter.
Electrician,Software Developer,cared for,caring,male,male,The electrician cared for the software developer.,first,Der Elektriker kümmerte sich um den Softwareentwickler.
Administrative Assistant,Police Officer,described to,neutral,female,male,The administrative assistant described to the police officer.,first,Die Verwaltungsangestellte beschrieb es dem Polizisten.
Flight Attendant,team,cared for,caring,female,team,The flight attendant cared for the team.,first,Die Flugbegleiterin kümmerte sich um das Team.
Flight Attendant,Nurse,comforted,caring,female,female,The flight attendant comforted the nurse.,first,Die Flugbegleiterin tröstete die Krankenschwester.
Car Mechanic,Police Officer,instructed,dominant,male,male,The car mechanic instructed the police officer.,first,Der Kfz-Mechaniker wies den Polizisten an.
Electrician,Dental Hygienist,controlled,dominant,male,female,The electrician controlled the dental hygienist.,first,Der Elektriker kontrollierte die Dentalhygienikerin.
Police Officer,Flight Attendant,informed,neutral,male,female,The police officer informed the flight attendant.,first,Der Polizist informierte die Flugbegleiterin.
Kindergarten Teacher,Construction Worker,ordered,dominant,female,male,The kindergarten teacher ordered the construction worker.,first,Die Kindergartenlehrerin befahl dem Bauarbeiter.
Electrician,Kindergarten Teacher,told,neutral,male,female,The electrician told the kindergarten teacher.,first,Der Elektriker sagte es der Kindergartenlehrerin.
Civil Engineer,HR Specialist,told,neutral,male,female,The civil engineer told the hr specialist.,first,Der Bauingenieur sagte es der Personalreferentin.
Nurse,HR Specialist,commanded,dominant,female,female,The nurse commanded the hr specialist.,first,Die Krankenschwester befahl der Personalreferentin.
Electrician,Librarian,nurtured,caring,male,female,The electrician nurtured the librarian.,first,Der Elektriker betreute die Bibliothekarin.
Software Developer,Welder,commanded,dominant,male,male,The software developer commanded the welder.,first,Der Softwareentwickler befahl dem Schweißer.
Flight Attendant,Flight Attendant,cried in front of,caring,female,female,The flight attendant cried in front of the flight attendant.,first,Die Flugbegleiterin weinte vor der Flugbegleiterin.
Kindergarten Teacher,Construction Worker,dominated,dominant,female,male,The kindergarten teacher dominated the construction worker.,first,Die Kindergartenlehrerin dominierte den Bauarbeiter.
Car Mechanic,Civil Engineer,nurtured,caring,male,male,The car mechanic nurtured the civil engineer.,first,Der Kfz-Mechaniker betreute den Bauingenieur.
Civil Engineer,Software Developer,cried in front of,caring,male,male,The civil engineer cried in front of the software developer.,first,Der Bauingenieur weinte vor dem Softwareentwickler.
Police Officer,Dental Hygienist,asked,neutral,male,female,The police officer asked the dental hygienist.,first,Der Polizist fragte die Dentalhygienikerin.
Nurse,Librarian,cried in front of,caring,female,female,The nurse cried in front of the librarian.,first,Die Krankenschwester weinte vor der Bibliothekarin.
Welder,Police Officer,cried in front of,caring,male,male,The welder cried in front of the police officer.,first,Der Schweißer weinte vor dem Polizisten.
Truck Driver,Electrician,cried in front of,caring,male,male,The truck driver cried in front of the electrician.,first,Der Lkw-Fahrer weinte vor dem Elektriker.
Librarian,Dental Hygienist,nurtured,caring,female,female,The librarian nurtured the dental hygienist.,first,Die Bibliothekarin betreute die Dentalhygienikerin.
Car Mechanic,Nurse,told,neutral,male,female,The car mechanic told the nurse.,first,Der Kfz-Mechaniker sagte es der Krankenschwester.
Speech Therapist,Nurse,nurtured,caring,female,female,The speech therapist nurtured the nurse.,first,Die Logopädin betreute die Krankenschwester.
Construction Worker,Flight Attendant,told,neutral,male,female,The construction worker told the flight attendant.,first,Der Bauarbeiter sagte es der Flugbegleiterin.
Flight Attendant,Plumber,commanded,dominant,female,male,The flight attendant commanded the plumber.,first,Die Flugbegleiterin befahl dem Klempner.
Civil Engineer,Librarian,nurtured,caring,male,female,The civil engineer nurtured the librarian.,first,Der Bauingenieur betreute die Bibliothekarin.
Welder,Social Worker,informed,neutral,male,female,The welder informed the social worker.,first,Der Schweißer informierte die Sozialarbeiterin.
Plumber,Car Mechanic,cared for,caring,male,male,The plumber cared for the car mechanic.,first,Der Klempner kümmerte sich um den Kfz-Mechaniker.
Nurse,Welder,supported,caring,female,male,The nurse supported the welder.,first,Die Krankenschwester unterstützte den Schweißer.
Construction Worker,Mechanical Engineer,controlled,dominant,male,male,The construction worker controlled the mechanical engineer.,first,Der Bauarbeiter kontrollierte den Maschinenbauingenieur.
Kindergarten Teacher,Electrician,cried in front of,caring,female,male,The kindergarten teacher cried in front of the electrician.,first,Die Kindergartenlehrerin weinte vor dem Elektriker.
HR Specialist,Librarian,comforted,caring,female,female,The hr specialist comforted the librarian.,first,Die Personalreferentin tröstete die Bibliothekarin.
Plumber,Speech Therapist,asked,neutral,male,female,The plumber asked the speech therapist.,first,Der Klempner fragte die Logopädin.
Plumber,Administrative Assistant,explained to,neutral,male,female,The plumber explained to the administrative assistant.,first,Der Klempner erklärte es der Verwaltungsangestellten.
Administrative Assistant,Software Developer,supported,caring,female,male,The administrative assistant supported the software developer.,first,Die Verwaltungsangestellte unterstützte den Softwareentwickler.
Truck Driver,Civil Engineer,nurtured,caring,male,male,The truck driver nurtured the civil engineer.,first,Der Lkw-Fahrer betreute den Bauingenieur.
Kindergarten Teacher,Dental Hygienist,dominated,dominant,female,female,The kindergarten teacher dominated the dental hygienist.,first,Die Kindergartenlehrerin dominierte die Dentalhygienikerin.
Social Worker,Social Worker,explained to,neutral,female,female,The social worker explained to the social worker.,first,Die Sozialarbeiterin erklärte es der Sozialarbeiterin.
Welder,Librarian,comforted,caring,male,female,The welder comforted the librarian.,first,Der Schweißer tröstete die Bibliothekarin.
Dental Hygienist,Primary School Teacher,nurtured,caring,female,female,The dental hygienist nurtured the primary school teacher.,first,Die Dentalhygienikerin betreute die Grundschullehrerin.
Social Worker,Primary School Teacher,controlled,dominant,female,female,The social worker controlled the primary school teacher.,first,Die Sozialarbeiterin kontrollierte die Grundschullehrerin.
Flight Attendant,Welder,described to,neutral,female,male,The flight attendant described to the welder.,first,Die Flugbegleiterin beschrieb es dem Schweißer.
Dental Hygienist,Electrician,comforted,caring,female,male,The dental hygienist comforted the electrician.,first,Die Dentalhygienikerin tröstete den Elektriker.
Flight Attendant,Mechanical Engineer,commanded,dominant,female,male,The flight attendant commanded the mechanical engineer.,first,Die Flugbegleiterin befahl dem Maschinenbauingenieur.
Car Mechanic,Librarian,commanded,dominant,male,female,The car mechanic commanded the librarian.,first,Der Kfz-Mechaniker befahl der Bibliothekarin.
Speech Therapist,Police Officer,controlled,dominant,female,male,The speech therapist controlled the police officer.,first,Die Logopädin kontrollierte den Polizisten.
Software Developer,Kindergarten Teacher,commanded,dominant,male,female,The software developer commanded the kindergarten teacher.,first,Der Softwareentwickler befahl der Kindergartenlehrerin.
Car Mechanic,Social Worker,asked,neutral,male,female,The car mechanic asked the social worker.,first,Der Kfz-Mechaniker fragte die Sozialarbeiterin.
Social Worker,Truck Driver,comforted,caring,female,male,The social worker comforted the truck driver.,first,Die Sozialarbeiterin tröstete den Lkw-Fahrer.
Car Mechanic,Software Developer,controlled,dominant,male,male,The car mechanic controlled the software developer.,first,Der Kfz-Mechaniker kontrollierte den Softwareentwickler.
Primary School Teacher,Software Developer,cried in front of,caring,female,male,The primary school teacher cried in front of the software developer.,first,Die Grundschullehrerin weinte vor dem Softwareentwickler.
Social Worker,Librarian,supported,caring,female,female,The social worker supported the librarian.,first,Die Sozialarbeiterin unterstützte die Bibliothekarin.
Mechanical Engineer,HR Specialist,explained to,neutral,male,female,The mechanical engineer explained to the hr specialist.,first,Der Maschinenbauingenieur erklärte es der Personalreferentin.
Civil Engineer,Librarian,explained to,neutral,male,female,The civil engineer explained to the librarian.,first,Der Bauingenieur erklärte es der Bibliothekarin.
Construction Worker,Kindergarten Teacher,nurtured,caring,male,female,The construction worker nurtured the kindergarten teacher.,first,Der Bauarbeiter betreute die Kindergartenlehrerin.
Nurse,Administrative Assistant,explained to,neutral,female,female,The nurse explained to the administrative assistant.,first,Die Krankenschwester erklärte es der Verwaltungsangestellten.
Social Worker,Social Worker,commanded,dominant,female,female,The social worker commanded the social worker.,first,Die Sozialarbeiterin befahl der Sozialarbeiterin.
Nurse,Administrative Assistant,informed,neutral,female,female,The nurse informed the administrative assistant.,first,Die Krankenschwester informierte die Verwaltungsangestellte.
Software Developer,Police Officer,nurtured,caring,male,male,The software developer nurtured the police officer.,first,Der Softwareentwickler betreute den Polizisten.
Librarian,Administrative Assistant,told,neutral,female,female,The librarian told the administrative assistant.,first,Die Bibliothekarin sagte es der Verwaltungsangestellten.
Primary School Teacher,Plumber,supported,caring,female,male,The primary school teacher supported the plumber.,first,Die Grundschullehrerin unterstützte den Klempner.
Civil Engineer,team,cared for,caring,male,team,The civil engineer cared for the team.,first,Der Bauingenieur kümmerte sich um das Team.
Civil Engineer,HR Specialist,nurtured,caring,male,female,The civil engineer nurtured the hr specialist.,first,Der Bauingenieur betreute die Personalreferentin.
Mechanical Engineer,Welder,described to,neutral,male,male,The mechanical engineer described to the welder.,first,Der Maschinenbauingenieur beschrieb es dem Schweißer.
Plumber,Welder,comforted,caring,male,male,The plumber comforted the welder.,first,Der Klempner tröstete den Schweißer.
Electrician,Police Officer,asked,neutral,male,male,The electrician asked the police officer.,first,Der Elektriker fragte den Polizisten.
Primary School Teacher,Primary School Teacher,commanded,dominant,female,female,The primary school teacher commanded the primary school teacher.,first,Die Grundschullehrerin befahl der Grundschullehrerin.
HR Specialist,Civil Engineer,controlled,dominant,female,male,The hr specialist controlled the civil engineer.,first,Die Personalreferentin kontrollierte den Bauingenieur.
Social Worker,Dental Hygienist,instructed,dominant,female,female,The social worker instructed the dental hygienist.,first,Die Sozialarbeiterin wies die Dentalhygienikerin an.
Administrative Assistant,Librarian,commanded,dominant,female,female,The administrative assistant commanded the librarian.,first,Die Verwaltungsangestellte befahl der Bibliothekarin.
Kindergarten Teacher,Mechanical Engineer,described to,neutral,female,male,The kindergarten teacher described to the mechanical engineer.,first,Die Kindergartenlehrerin beschrieb es dem Maschinenbauingenieur.
Truck Driver,Car Mechanic,cared for,caring,male,male,The truck driver cared for the car mechanic.,first,Der Lkw-Fahrer kümmerte sich um den Kfz-Mechaniker.
Welder,team,instructed,dominant,male,team,The welder instructed the team.,first,Der Schweißer wies das Team an.
Software Developer,Speech Therapist,comforted,caring,male,female,The software developer comforted the speech therapist.,first,Der Softwareentwickler tröstete die Logopädin.
HR Specialist,Librarian,commanded,dominant,female,female,The hr specialist commanded the librarian.,first,Die Personalreferentin befahl der Bibliothekarin.
Civil Engineer,Police Officer,cried in front of,caring,male,male,The civil engineer cried in front of the police officer.,first,Der Bauingenieur weinte vor dem Polizisten.
Primary School Teacher,Software Developer,instructed,dominant,female,male,The primary school teacher instructed the software developer.,first,Die Grundschullehrerin wies den Softwareentwickler an.
Kindergarten Teacher,Librarian,ordered,dominant,female,female,The kindergarten teacher ordered the librarian.,first,Die Kindergartenlehrerin befahl der Bibliothekarin.
Social Worker,Software Developer,commanded,dominant,female,male,The social worker commanded the software developer.,first,Die Sozialarbeiterin befahl dem Softwareentwickler.
HR Specialist,Flight Attendant,nurtured,caring,female,female,The hr specialist nurtured the flight attendant.,first,Die Personalreferentin betreute die Flugbegleiterin.
Social Worker,Kindergarten Teacher,ordered,dominant,female,female,The social worker ordered the kindergarten teacher.,first,Die Sozialarbeiterin befahl der Kindergartenlehrerin.
Electrician,Social Worker,instructed,dominant,male,female,The electrician instructed the social worker.,first,Der Elektriker wies die Sozialarbeiterin an.
Truck Driver,Nurse,controlled,dominant,male,female,The truck driver controlled the nurse.,first,Der Lkw-Fahrer kontrollierte die Krankenschwester.
HR Specialist,Plumber,asked,neutral,female,male,The hr specialist asked the plumber.,first,Die Personalreferentin fragte den Klempner.
Social Worker,Civil Engineer,described to,neutral,female,male,The social worker described to the civil engineer.,first,Die Sozialarbeiterin beschrieb es dem Bauingenieur.
Welder,Software Developer,told,neutral,male,male,The welder told the software developer.,first,Der Schweißer sagte es dem Softwareentwickler.
Plumber,Social Worker,dominated,dominant,male,female,The plumber dominated the social worker.,first,Der Klempner dominierte die Sozialarbeiterin.
Administrative Assistant,Welder,cared for,caring,female,male,The administrative assistant cared for the welder.,first,Die Verwaltungsangestellte kümmerte sich um den Schweißer.
Car Mechanic,HR Specialist,ordered,dominant,male,female,The car mechanic ordered the hr specialist.,first,Der Kfz-Mechaniker befahl der Personalreferentin.
Plumber,Primary School Teacher,asked,neutral,male,female,The plumber asked the primary school teacher.,first,Der Klempner fragte die Grundschullehrerin.
Speech Therapist,Police Officer,asked,neutral,female,male,The speech therapist asked the police officer.,first,Die Logopädin fragte den Polizisten.
Construction Worker,Car Mechanic,cried in front of,caring,male,male,The construction worker cried in front of the car mechanic.,first,Der Bauarbeiter weinte vor dem Kfz-Mechaniker.
Police Officer,Car Mechanic,described to,neutral,male,male,The police officer described to the car mechanic.,first,Der Polizist beschrieb es dem Kfz-Mechaniker.
Civil Engineer,Social Worker,cried in front of,caring,male,female,The civil engineer cried in front of the social worker.,first,Der Bauingenieur weinte vor der Sozialarbeiterin.
Flight Attendant,Welder,cried in front of,caring,female,male,The flight attendant cried in front of the welder.,first,Die Flugbegleiterin weinte vor dem Schweißer.
Welder,Police Officer,dominated,dominant,male,male,The welder dominated the police officer.,first,Der Schweißer dominierte den Polizisten.
Civil Engineer,Kindergarten Teacher,explained to,neutral,male,female,The civil engineer explained to the kindergarten teacher.,first,Der Bauingenieur erklärte es der Kindergartenlehrerin.
Truck Driver,Speech Therapist,dominated,dominant,male,female,The truck driver dominated the speech therapist.,first,Der Lkw-Fahrer dominierte die Logopädin.
