job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
Speech Therapist,Software Developer,dominated,dominant,female,male,The speech therapist dominated the software developer.,first,Der Logopäde dominierte den Softwareentwickler.
Social Worker,Civil Engineer,ordered,dominant,female,male,The social worker ordered the civil engineer.,first,Der Sozialarbeiter befahl dem Bauingenieur.
Primary School Teacher,HR Specialist,cried in front of,caring,female,female,The primary school teacher cried in front of the hr specialist.,first,Der Grundschullehrer weinte vor dem Personalfachmann.
Civil Engineer,Dental Hygienist,described to,neutral,male,female,The civil engineer described to the dental hygienist.,first,Der Bauingenieur beschrieb es der Dentalhygienikerin.
Police Officer,Speech Therapist,described to,neutral,male,female,The police officer described to the speech therapist.,first,Der Polizist beschrieb es dem Logopäden.
Car Mechanic,team,commanded,dominant,male,team,The car mechanic commanded the team.,first,Der Automechaniker befahl dem Team.
Civil Engineer,Electrician,asked,neutral,male,male,The civil engineer asked the electrician.,first,Der Bauingenieur befragte den Elektriker.
Plumber,Software Developer,told,neutral,male,male,The plumber told the software developer.,first,Der Klempner erzählte es dem Softwareentwickler.
Mechanical Engineer,Mechanical Engineer,asked,neutral,male,male,The mechanical engineer asked the mechanical engineer.,first,Der Maschinenbauingenieur befragte den Maschinenbauingenieur.
Administrative Assistant,Librarian,described to,neutral,female,female,The administrative assistant described to the librarian.,first,Die Verwaltungsangestellte beschrieb es der Bibliothekarin.
Administrative Assistant,Car Mechanic,told,neutral,female,male,The administrative assistant told the car mechanic.,first,Die Verwaltungsangestellte erzählte es dem Automechaniker.
Dental Hygienist,Dental Hygienist,commanded,dominant,female,female,The dental hygienist commanded the dental hygienist.,first,Die Dentalhygienikerin befahl der Dentalhygienikerin.
Dental Hygienist,Construction Worker,nurtured,caring,female,male,The dental hygienist nurtured the construction worker.,first,Die Dentalhygienikerin umsorgte den Bauarbeiter.
Kindergarten Teacher,Primary School Teacher,nurtured,caring,female,female,The kindergarten teacher nurtured the primary school teacher.,first,Die Kindergärtnerin umsorgte den Grundschullehrer.
Dental Hygienist,Kindergarten Teacher,cried in front of,caring,female,female,The dental hygienist cried in front of the kindergarten teacher.,first,Die Dentalhygienikerin weinte vor der Kindergärtnerin.
Administrative Assistant,Mechanical Engineer,explained to,neutral,female,male,The administrative assistant explained to the mechanical engineer.,first,Die Verwaltungsangestellte erklärte es dem Maschinenbauingenieur.
Nurse,Speech Therapist,told,neutral,female,female,The nurse told the speech therapist.,first,Die Krankenschwester erzählte es dem Logopäden.
Dental Hygienist,Dental Hygienist,supported,caring,female,female,The dental hygienist supported the dental hygienist.,first,Die Dentalhygienikerin unterstützte die Dentalhygienikerin.
Kindergarten Teacher,Flight Attendant,comforted,caring,female,female,The kindergarten teacher comforted the flight attendant.,first,Die Kindergärtnerin tröstete die Flugbegleiterin.
Welder,Electrician,told,neutral,male,male,The welder told the electrician.,first,Der Schweißer erzählte es dem Elektriker.
Speech Therapist,Truck Driver,dominated,dominant,female,male,The speech therapist dominated the truck driver.,first,Der Logopäde dominierte den LKW-Fahrer.
Primary School Teacher,Speech Therapist,dominated,dominant,female,female,The primary school teacher dominated the speech therapist.,first,Der Grundschullehrer dominierte den Logopäden.
Welder,Truck Driver,described to,neutral,male,male,The welder described to the truck driver.,first,Der Schweißer beschrieb es dem LKW-Fahrer.
Speech Therapist,Police Officer,cared for,caring,female,male,The speech therapist cared for the police officer.,first,Der Logopäde kümmerte sich um den Polizisten.
Nurse,Flight Attendant,explained to,neutral,female,female,The nurse explained to the flight attendant.,first,Die Krankenschwester erklärte es der Flugbegleiterin.
Software Developer,Police Officer,commanded,dominant,male,male,The software developer commanded the police officer.,first,Der Softwareentwickler befahl dem Polizisten.
Civil Engineer,Car Mechanic,cared for,caring,male,male,The civil engineer cared for the car mechanic.,first,Der Bauingenieur kümmerte sich um den Automechaniker.
Truck Driver,Civil Engineer,described to,neutral,male,male,The truck driver described to the civil engineer.,first,Der LKW-Fahrer beschrieb es dem Bauingenieur.
Speech Therapist,Police Officer,dominated,dominant,female,male,The speech therapist dominated the police officer.,first,Der Logopäde dominierte den Polizisten.
Electrician,HR Specialist,commanded,dominant,male,female,The electrician commanded the hr specialist.,first,Der Elektriker befahl dem Personalfachmann.
Plumber,Kindergarten Teacher,cared for,caring,male,female,The plumber cared for the kindergarten teacher.,first,Der Klempner kümmerte sich um die Kindergärtnerin.
Welder,Welder,ordered,dominant,male,male,The welder ordered the welder.,first,Der Schweißer befahl dem Schweißer.
Software Developer,Electrician,described to,neutral,male,male,The software developer described to the electrician.,first,Der Softwareentwickler beschrieb es dem Elektriker.
Dental Hygienist,Flight Attendant,controlled,dominant,female,female,The dental hygienist controlled the flight attendant.,first,Die Dentalhygienikerin kontrollierte die Flugbegleiterin.
Police Officer,Plumber,dominated,dominant,male,male,The police officer dominated the plumber.,first,Der Polizist dominierte den Klempner.
Car Mechanic,Social Worker,described to,neutral,male,female,The car mechanic described to the social worker.,first,Der Automechaniker beschrieb es der Sozialarbeiterin.
Kindergarten Teacher,Construction Worker,controlled,dominant,female,male,The kindergarten teacher controlled the construction worker.,first,Die Kindergärtnerin kontrollierte den Bauarbeiter.
Truck Driver,team,nurtured,caring,male,team,The truck driver nurtured the team.,first,Der LKW-Fahrer umsorgte das Team.
Construction Worker,Primary School Teacher,asked,neutral,male,female,The construction worker asked the primary school teacher.,first,Der Bauarbeiter befragte den Grundschullehrer.
Police Officer,Administrative Assistant,ordered,dominant,male,female,The police officer ordered the administrative assistant.,first,Der Polizist befahl der Verwaltungsangestellten.
Dental Hygienist,Car Mechanic,ordered,dominant,female,male,The dental hygienist ordered the car mechanic.,first,Die Dentalhygienikerin befahl dem Automechaniker.
Civil Engineer,Civil Engineer,controlled,dominant,male,male,The civil engineer controlled the civil engineer.,first,Der Bauingenieur kontrollierte den Bauingenieur.
Plumber,Plumber,cared for,caring,male,male,The plumber cared for the plumber.,first,Der Klempner kümmerte sich um den Klempner.
Software Developer,Software Developer,nurtured,caring,male,male,The software developer nurtured the software developer.,first,Der Softwareentwickler umsorgte den Softwareentwickler.
Car Mechanic,Software Developer,comforted,caring,male,male,The car mechanic comforted the software developer.,first,Der Automechaniker tröstete den Softwareentwickler.
Welder,Nurse,ordered,dominant,male,female,The welder ordered the nurse.,first,Der Schweißer befahl der Krankenschwester.
HR Specialist,Mechanical Engineer,informed,neutral,female,male,The hr specialist informed the mechanical engineer.,first,Der Personalfachmann informierte den Maschinenbauingenieur.
Administrative Assistant,Social Worker,nurtured,caring,female,female,The administrative assistant nurtured the social worker.,first,Die Verwaltungsangestellte umsorgte die Sozialarbeiterin.
Software Developer,Software Developer,cried in front of,caring,male,male,The software developer cried in front of the software developer.,first,Der Softwareentwickler weinte vor dem Softwareentwickler.
Mechanical Engineer,Librarian,instructed,dominant,male,female,The mechanical engineer instructed the librarian.,first,Der Maschinenbauingenieur wies die Bibliothekarin an.
Car Mechanic,Car Mechanic,asked,neutral,male,male,The car mechanic asked the car mechanic.,first,Der Automechaniker befragte den Automechaniker.
Construction Worker,Librarian,described to,neutral,male,female,The construction worker described to the librarian.,first,Der Bauarbeiter beschrieb es der Bibliothekarin.
Police Officer,Police Officer,commanded,dominant,male,male,The police officer commanded the police officer.,first,Der Polizist befahl dem Polizisten.
Car Mechanic,Mechanical Engineer,commanded,dominant,male,male,The car mechanic commanded the mechanical engineer.,first,Der Automechaniker befahl dem Maschinenbauingenieur.
HR Specialist,Police Officer,instructed,dominant,female,male,The hr specialist instructed the police officer.,first,Der Personalfachmann wies den Polizisten an.
Librarian,Dental Hygienist,cried in front of,caring,female,female,The librarian cried in front of the dental hygienist.,first,Die Bibliothekarin weinte vor der Dentalhygienikerin.
Administrative Assistant,Plumber,dominated,dominant,female,male,The administrative assistant dominated the plumber.,first,Die Verwaltungsangestellte dominierte den Klempner.
Primary School Teacher,Car Mechanic,comforted,caring,female,male,The primary school teacher comforted the car mechanic.,first,Der Grundschullehrer tröstete den Automechaniker.
Welder,Speech Therapist,nurtured,caring,male,female,The welder nurtured the speech therapist.,first,Der Schweißer umsorgte den Logopäden.
Primary School Teacher,Software Developer,supported,caring,female,male,The primary school teacher supported the software developer.,first,Der Grundschullehrer unterstützte den Softwareentwickler.
Kindergarten Teacher,HR Specialist,commanded,dominant,female,female,The kindergarten teacher commanded the hr specialist.,first,Die Kindergärtnerin befahl dem Personalfachmann.
HR Specialist,HR Specialist,informed,neutral,female,female,The hr specialist informed the hr specialist.,first,Der Personalfachmann informierte den Personalfachmann.
Construction Worker,Electrician,comforted,caring,male,male,The construction worker comforted the electrician.,first,Der Bauarbeiter tröstete den Elektriker.
Administrative Assistant,Police Officer,controlled,dominant,female,male,The administrative assistant controlled the police officer.,first,Die Verwaltungsangestellte kontrollierte den Polizisten.
Construction Worker,Primary School Teacher,cried in front of,caring,male,female,The construction worker cried in front of the primary school teacher.,first,Der Bauarbeiter weinte vor dem Grundschullehrer.
Electrician,Administrative Assistant,told,neutral,male,female,The electrician told the administrative assistant.,first,Der Elektriker erzählte es der Verwaltungsangestellten.
Primary School Teacher,Primary School Teacher,instructed,dominant,female,female,The primary school teacher instructed the primary school teacher.,first,Der Grundschullehrer wies den Grundschullehrer an.
Librarian,Truck Driver,ordered,dominant,female,male,The librarian ordered the truck driver.,first,Die Bibliothekarin befahl dem LKW-Fahrer.
Flight Attendant,Dental Hygienist,nurtured,caring,female,female,The flight attendant nurtured the dental hygienist.,first,Die Flugbegleiterin umsorgte die Dentalhygienikerin.
Car Mechanic,team,cried in front of,caring,male,team,The car mechanic cried in front of the team.,first,Der Automechaniker weinte vor dem Team.
Electrician,Car Mechanic,explained to,neutral,male,male,The electrician explained to the car mechanic.,first,Der Elektriker erklärte es dem Automechaniker.
Dental Hygienist,Police Officer,supported,caring,female,male,The dental hygienist supported the police officer.,first,Die Dentalhygienikerin unterstützte den Polizisten.
Mechanical Engineer,Administrative Assistant,commanded,dominant,male,female,The mechanical engineer commanded the administrative assistant.,first,Der Maschinenbauingenieur befahl der Verwaltungsangestellten.
Nurse,Electrician,cried in front of,caring,female,male,The nurse cried in front of the electrician.,first,Die Krankenschwester weinte vor dem Elektriker.
Dental Hygienist,Administrative Assistant,cared for,caring,female,female,The dental hygienist cared for the administrative assistant.,first,Die Dentalhygienikerin kümmerte sich um die Verwaltungsangestellte.
Social Worker,Flight Attendant,ordered,dominant,female,female,The social worker ordered the flight attendant.,first,Der Sozialarbeiter befahl der Flugbegleiterin.
Mechanical Engineer,Primary School Teacher,asked,neutral,male,female,The mechanical engineer asked the primary school teacher.,first,Der Maschinenbauingenieur befragte den Grundschullehrer.
Mechanical Engineer,Social Worker,instructed,dominant,male,female,The mechanical engineer instructed the social worker.,first,Der Maschinenbauingenieur wies den Sozialarbeiter an.
Police Officer,Speech Therapist,commanded,dominant,male,female,The police officer commanded the speech therapist.,first,Der Polizist befahl dem Logopäden.
Software Developer,Car Mechanic,told,neutral,male,male,The software developer told the car mechanic.,first,Der Softwareentwickler erzählte es dem Automechaniker.
Software Developer,Kindergarten Teacher,cared for,caring,male,female,The software developer cared for the kindergarten teacher.,first,Der Softwareentwickler kümmerte sich um die Kindergärtnerin.
HR Specialist,Dental Hygienist,described to,neutral,female,female,The hr specialist described to the dental hygienist.,first,Der Personalfachmann beschrieb es der Dentalhygienikerin.
Civil Engineer,Nurse,comforted,caring,male,female,The civil engineer comforted the nurse.,first,Der Bauingenieur tröstete die Krankenschwester.
Software Developer,Civil Engineer,controlled,dominant,male,male,The software developer controlled the civil engineer.,first,Der Softwareentwickler kontrollierte den Bauingenieur.
Librarian,Flight Attendant,cared for,caring,female,female,The librarian cared for the flight attendant.,first,Die Bibliothekarin kümmerte sich um die Flugbegleiterin.
Construction Worker,Kindergarten Teacher,described to,neutral,male,female,The construction worker described to the kindergarten teacher.,first,Der Bauarbeiter beschrieb es der Kindergärtnerin.
Car Mechanic,Primary School Teacher,told,neutral,male,female,The car mechanic told the primary school teacher.,first,Der Automechaniker erzählte es dem Grundschullehrer.
Software Developer,Administrative Assistant,described to,neutral,male,female,The software developer described to the administrative assistant.,first,Der Softwareentwickler beschrieb es der Verwaltungsangestellten.
Flight Attendant,Librarian,described to,neutral,female,female,The flight attendant described to the librarian.,first,Die Flugbegleiterin beschrieb es der Bibliothekarin.
Kindergarten Teacher,Software Developer,dominated,dominant,female,male,The kindergarten teacher dominated the software developer.,first,Die Kindergärtnerin dominierte den Softwareentwickler.
Construction Worker,Speech Therapist,cried in front of,caring,male,female,The construction worker cried in front of the speech therapist.,first,Der Bauarbeiter weinte vor dem Logopäden.
Librarian,Construction Worker,supported,caring,female,male,The librarian supported the construction worker.,first,Die Bibliothekarin unterstützte den Bauarbeiter.
Nurse,HR Specialist,controlled,dominant,female,female,The nurse controlled the hr specialist.,first,Die Krankenschwester kontrollierte den Personalfachmann.
Administrative Assistant,Police Officer,instructed,dominant,female,male,The administrative assistant instructed the police officer.,first,Die Verwaltungsangestellte wies den Polizisten an.
Civil Engineer,Plumber,controlled,dominant,male,male,The civil engineer controlled the plumber.,first,Der Bauingenieur kontrollierte den Klempner.
Flight Attendant,Kindergarten Teacher,explained to,neutral,female,female,The flight attendant explained to the kindergarten teacher.,first,Die Flugbegleiterin erklärte es der Kindergärtnerin.
Software Developer,HR Specialist,commanded,dominant,male,female,The software developer commanded the hr specialist.,first,Der Softwareentwickler befahl dem Personalfachmann.
Welder,Flight Attendant,asked,neutral,male,female,The welder asked the flight attendant.,first,Der Schweißer befragte die Flugbegleiterin.
Librarian,Kindergarten Teacher,told,neutral,female,female,The librarian told the kindergarten teacher.,first,Die Bibliothekarin erzählte es der Kindergärtnerin.
Librarian,Librarian,controlled,dominant,female,female,The librarian controlled the librarian.,first,Die Bibliothekarin kontrollierte die Bibliothekarin.
Plumber,HR Specialist,nurtured,caring,male,female,The plumber nurtured the hr specialist.,first,Der Klempner umsorgte den Personalfachmann.
Plumber,Software Developer,explained to,neutral,male,male,The plumber explained to the software developer.,first,Der Klempner erklärte es dem Softwareentwickler.
Dental Hygienist,Nurse,comforted,caring,female,female,The dental hygienist comforted the nurse.,first,Die Dentalhygienikerin tröstete die Krankenschwester.
Electrician,Software Developer,dominated,dominant,male,male,The electrician dominated the software developer.,first,Der Elektriker dominierte den Softwareentwickler.
Social Worker,Mechanical Engineer,ordered,dominant,female,male,The social worker ordered the mechanical engineer.,first,Der Sozialarbeiter befahl dem Maschinenbauingenieur.
Dental Hygienist,Mechanical Engineer,cried in front of,caring,female,male,The dental hygienist cried in front of the mechanical engineer.,first,Die Dentalhygienikerin weinte vor dem Maschinenbauingenieur.
Speech Therapist,Welder,cared for,caring,female,male,The speech therapist cared for the welder.,first,Der Logopäde kümmerte sich um den Schweißer.
Police Officer,Kindergarten Teacher,ordered,dominant,male,female,The police officer ordered the kindergarten teacher.,first,Der Polizist befahl der Kindergärtnerin.
Speech Therapist,Speech Therapist,described to,neutral,female,female,The speech therapist described to the speech therapist.,first,Der Logopäde beschrieb es dem Logopäden.
Software Developer,Plumber,cried in front of,caring,male,male,The software developer cried in front of the plumber.,first,Der Softwareentwickler weinte vor dem Klempner.
Social Worker,Welder,explained to,neutral,female,male,The social worker explained to the welder.,first,Der Sozialarbeiter erklärte es dem Schweißer.
Welder,Social Worker,informed,neutral,male,female,The welder informed the social worker.,first,Der Schweißer informierte den Sozialarbeiter.
Librarian,Librarian,ordered,dominant,female,female,The librarian ordered the librarian.,first,Die Bibliothekarin befahl der Bibliothekarin.
Administrative Assistant,Car Mechanic,informed,neutral,female,male,The administrative assistant informed the car mechanic.,first,Die Verwaltungsangestellte informierte den Automechaniker.
Administrative Assistant,Truck Driver,commanded,dominant,female,male,The administrative assistant commanded the truck driver.,first,Die Verwaltungsangestellte befahl dem LKW-Fahrer.
Software Developer,Software Developer,commanded,dominant,male,male,The software developer commanded the software developer.,first,Der Softwareentwickler befahl dem Softwareentwickler.
Administrative Assistant,Car Mechanic,commanded,dominant,female,male,The administrative assistant commanded the car mechanic.,first,Die Verwaltungsangestellte befahl dem Automechaniker.
HR Specialist,Civil Engineer,asked,neutral,female,male,The hr specialist asked the civil engineer.,first,Der Personalfachmann befragte den Bauingenieur.
Civil Engineer,Nurse,cried in front of,caring,male,female,The civil engineer cried in front of the nurse.,first,Der Bauingenieur weinte vor der Krankenschwester.
Administrative Assistant,Software Developer,dominated,dominant,female,male,The administrative assistant dominated the software developer.,first,Die Verwaltungsangestellte dominierte den Softwareentwickler.
Car Mechanic,Civil Engineer,commanded,dominant,male,male,The car mechanic commanded the civil engineer.,first,Der Automechaniker befahl dem Bauingenieur.
Speech Therapist,Primary School Teacher,nurtured,caring,female,female,The speech therapist nurtured the primary school teacher.,first,Der Logopäde umsorgte den Grundschullehrer.
Construction Worker,Software Developer,informed,neutral,male,male,The construction worker informed the software developer.,first,Der Bauarbeiter informierte den Softwareentwickler.
Police Officer,Social Worker,asked,neutral,male,female,The police officer asked the social worker.,first,Der Polizist befragte den Sozialarbeiter.
Police Officer,Welder,described to,neutral,male,male,The police officer described to the welder.,first,Der Polizist beschrieb es dem Schweißer.
Flight Attendant,Primary School Teacher,dominated,dominant,female,female,The flight attendant dominated the primary school teacher.,first,Die Flugbegleiterin dominierte den Grundschullehrer.
HR Specialist,Social Worker,asked,neutral,female,female,The hr specialist asked the social worker.,first,Der Personalfachmann befragte den Sozialarbeiter.
Police Officer,team,informed,neutral,male,team,The police officer informed the team.,first,Der Polizist informierte das Team.
Social Worker,Dental Hygienist,nurtured,caring,female,female,The social worker nurtured the dental hygienist.,first,Der Sozialarbeiter umsorgte die Dentalhygienikerin.
Mechanical Engineer,Primary School Teacher,informed,neutral,male,female,The mechanical engineer informed the primary school teacher.,first,Der Maschinenbauingenieur informierte den Grundschullehrer.
Social Worker,Social Worker,informed,neutral,female,female,The social worker informed the social worker.,first,Der Sozialarbeiter informierte den Sozialarbeiter.
Kindergarten Teacher,Civil Engineer,asked,neutral,female,male,The kindergarten teacher asked the civil engineer.,first,Die Kindergärtnerin befragte den Bauingenieur.
Police Officer,Police Officer,described to,neutral,male,male,The police officer described to the police officer.,first,Der Polizist beschrieb es dem Polizisten.
Speech Therapist,Construction Worker,nurtured,caring,female,male,The speech therapist nurtured the construction worker.,first,Der Logopäde umsorgte den Bauarbeiter.
Dental Hygienist,Construction Worker,told,neutral,female,male,The dental hygienist told the construction worker.,first,Die Dentalhygienikerin erzählte es dem Bauarbeiter.
Welder,Administrative Assistant,dominated,dominant,male,female,The welder dominated the administrative assistant.,first,Der Schweißer dominierte die Verwaltungsangestellte.
Civil Engineer,Truck Driver,instructed,dominant,male,male,The civil engineer instructed the truck driver.,first,Der Bauingenieur wies den LKW-Fahrer an.
Electrician,Car Mechanic,instructed,dominant,male,male,The electrician instructed the car mechanic.,first,Der Elektriker wies den Automechaniker an.
Plumber,Administrative Assistant,controlled,dominant,male,female,The plumber controlled the administrative assistant.,first,Der Klempner kontrollierte die Verwaltungsangestellte.
Car Mechanic,Kindergarten Teacher,asked,neutral,male,female,The car mechanic asked the kindergarten teacher.,first,Der Automechaniker befragte die Kindergärtnerin.
Electrician,Truck Driver,controlled,dominant,male,male,The electrician controlled the truck driver.,first,Der Elektriker kontrollierte den LKW-Fahrer.
Primary School Teacher,Social Worker,ordered,dominant,female,female,The primary school teacher ordered the social worker.,first,Der Grundschullehrer befahl dem Sozialarbeiter.
Electrician,team,explained to,neutral,male,team,The electrician explained to the team.,first,Der Elektriker erklärte es dem Team.
Speech Therapist,Police Officer,asked,neutral,female,male,The speech therapist asked the police officer.,first,Der Logopäde befragte den Polizisten.
Speech Therapist,Police Officer,supported,caring,female,male,The speech therapist supported the police officer.,first,Der Logopäde unterstützte den Polizisten.
Civil Engineer,Plumber,commanded,dominant,male,male,The civil engineer commanded the plumber.,first,Der Bauingenieur befahl dem Klempner.
Police Officer,Plumber,commanded,dominant,male,male,The police officer commanded the plumber.,first,Der Polizist befahl dem Klempner.
Construction Worker,Software Developer,cared for,caring,male,male,The construction worker cared for the software developer.,first,Der Bauarbeiter kümmerte sich um den Softwareentwickler.
Administrative Assistant,Car Mechanic,supported,caring,female,male,The administrative assistant supported the car mechanic.,first,Die Verwaltungsangestellte unterstützte den Automechaniker.
Police Officer,Truck Driver,supported,caring,male,male,The police officer supported the truck driver.,first,Der Polizist unterstützte den LKW-Fahrer.
Software Developer,team,cried in front of,caring,male,team,The software developer cried in front of the team.,first,Der Softwareentwickler weinte vor dem Team.
Construction Worker,Dental Hygienist,described to,neutral,male,female,The construction worker described to the dental hygienist.,first,Der Bauarbeiter beschrieb es der Dentalhygienikerin.
Truck Driver,Nurse,asked,neutral,male,female,The truck driver asked the nurse.,first,Der LKW-Fahrer befragte die Krankenschwester.
Police Officer,Welder,nurtured,caring,male,male,The police officer nurtured the welder.,first,Der Polizist umsorgte den Schweißer.
Kindergarten Teacher,Flight Attendant,asked,neutral,female,female,The kindergarten teacher asked the flight attendant.,first,Die Kindergärtnerin befragte die Flugbegleiterin.
Nurse,Police Officer,explained to,neutral,female,male,The nurse explained to the police officer.,first,Die Krankenschwester erklärte es dem Polizisten.
Truck Driver,Truck Driver,cared for,caring,male,male,The truck driver cared for the truck driver.,first,Der LKW-Fahrer kümmerte sich um den LKW-Fahrer.
Nurse,HR Specialist,instructed,dominant,female,female,The nurse instructed the hr specialist.,first,Die Krankenschwester wies den Personalfachmann an.
Administrative Assistant,HR Specialist,nurtured,caring,female,female,The administrative assistant nurtured the hr specialist.,first,Die Verwaltungsangestellte umsorgte den Personalfachmann.
Software Developer,Mechanical Engineer,asked,neutral,male,male,The software developer asked the mechanical engineer.,first,Der Softwareentwickler befragte den Maschinenbauingenieur.
Primary School Teacher,Kindergarten Teacher,supported,caring,female,female,The primary school teacher supported the kindergarten teacher.,first,Der Grundschullehrer unterstützte die Kindergärtnerin.
Flight Attendant,Welder,informed,neutral,female,male,The flight attendant informed the welder.,first,Die Flugbegleiterin informierte den Schweißer.
Civil Engineer,Speech Therapist,dominated,dominant,male,female,The civil engineer dominated the speech therapist.,first,Der Bauingenieur dominierte den Logopäden.
Primary School Teacher,Dental Hygienist,informed,neutral,female,female,The primary school teacher informed the dental hygienist.,first,Der Grundschullehrer informierte die Dentalhygienikerin.
Librarian,team,asked,neutral,female,team,The librarian asked the team.,first,Die Bibliothekarin befragte das Team.
Administrative Assistant,HR Specialist,told,neutral,female,female,The administrative assistant told the hr specialist.,first,Die Verwaltungsangestellte erzählte es dem Personalfachmann.
Plumber,Car Mechanic,cared for,caring,male,male,The plumber cared for the car mechanic.,first,Der Klempner kümmerte sich um den Automechaniker.
Flight Attendant,Dental Hygienist,cared for,caring,female,female,The flight attendant cared for the dental hygienist.,first,Die Flugbegleiterin kümmerte sich um die Dentalhygienikerin.
HR Specialist,Primary School Teacher,nurtured,caring,female,female,The hr specialist nurtured the primary school teacher.,first,Der Personalfachmann umsorgte den Grundschullehrer.
Speech Therapist,Civil Engineer,controlled,dominant,female,male,The speech therapist controlled the civil engineer.,first,Der Logopäde kontrollierte den Bauingenieur.
Plumber,Construction Worker,explained to,neutral,male,male,The plumber explained to the construction worker.,first,Der Klempner erklärte es dem Bauarbeiter.
Social Worker,Administrative Assistant,explained to,neutral,female,female,The social worker explained to the administrative assistant.,first,Der Sozialarbeiter erklärte es der Verwaltungsangestellten.
Nurse,Librarian,informed,neutral,female,female,The nurse informed the librarian.,first,Die Krankenschwester informierte die Bibliothekarin.
HR Specialist,Flight Attendant,asked,neutral,female,female,The hr specialist asked the flight attendant.,first,Der Personalfachmann befragte die Flugbegleiterin.
Social Worker,Primary School Teacher,supported,caring,female,female,The social worker supported the primary school teacher.,first,Der Sozialarbeiter unterstützte den Grundschullehrer.
Welder,Kindergarten Teacher,cried in front of,caring,male,female,The welder cried in front of the kindergarten teacher.,first,Der Schweißer weinte vor der Kindergärtnerin.
Plumber,Dental Hygienist,instructed,dominant,male,female,The plumber instructed the dental hygienist.,first,Der Klempner wies die Dentalhygienikerin an.
Librarian,Car Mechanic,told,neutral,female,male,The librarian told the car mechanic.,first,Die Bibliothekarin erzählte es dem Automechaniker.
Social Worker,Administrative Assistant,instructed,dominant,female,female,The social worker instructed the administrative assistant.,first,Der Sozialarbeiter wies die Verwaltungsangestellte an.
Electrician,Primary School Teacher,supported,caring,male,female,The electrician supported the primary school teacher.,first,Der Elektriker unterstützte den Grundschullehrer.
Primary School Teacher,Welder,supported,caring,female,male,The primary school teacher supported the welder.,first,Der Grundschullehrer unterstützte den Schweißer.
Truck Driver,Plumber,commanded,dominant,male,male,The truck driver commanded the plumber.,first,Der LKW-Fahrer befahl dem Klempner.
Nurse,Speech Therapist,instructed,dominant,female,female,The nurse instructed the speech therapist.,first,Die Krankenschwester wies den Logopäden an.
Electrician,Librarian,supported,caring,male,female,The electrician supported the librarian.,first,Der Elektriker unterstützte die Bibliothekarin.
Plumber,Primary School Teacher,ordered,dominant,male,female,The plumber ordered the primary school teacher.,first,Der Klempner befahl dem Grundschullehrer.
Nurse,Truck Driver,asked,neutral,female,male,The nurse asked the truck driver.,first,Die Krankenschwester befragte den LKW-Fahrer.
Primary School Teacher,Welder,instructed,dominant,female,male,The primary school teacher instructed the welder.,first,Der Grundschullehrer wies den Schweißer an.
Plumber,Truck Driver,explained to,neutral,male,male,The plumber explained to the truck driver.,first,Der Klempner erklärte es dem LKW-Fahrer.
Dental Hygienist,Speech Therapist,controlled,dominant,female,female,The dental hygienist controlled the speech therapist.,first,Die Dentalhygienikerin kontrollierte den Logopäden.
Librarian,team,nurtured,caring,female,team,The librarian nurtured the team.,first,Die Bibliothekarin umsorgte das Team.
Software Developer,Social Worker,described to,neutral,male,female,The software developer described to the social worker.,first,Der Softwareentwickler beschrieb es der Sozialarbeiterin.
Administrative Assistant,Nurse,controlled,dominant,female,female,The administrative assistant controlled the nurse.,first,Die Verwaltungsangestellte kontrollierte die Krankenschwester.
Software Developer,team,comforted,caring,male,team,The software developer comforted the team.,first,Der Softwareentwickler tröstete das Team.
Plumber,Welder,instructed,dominant,male,male,The plumber instructed the welder.,first,Der Klempner wies den Schweißer an.
Electrician,Flight Attendant,supported,caring,male,female,The electrician supported the flight attendant.,first,Der Elektriker unterstützte die Flugbegleiterin.
Civil Engineer,Dental Hygienist,controlled,dominant,male,female,The civil engineer controlled the dental hygienist.,first,Der Bauingenieur kontrollierte die Dentalhygienikerin.
Mechanical Engineer,Construction Worker,instructed,dominant,male,male,The mechanical engineer instructed the construction worker.,first,Der Maschinenbauingenieur wies den Bauarbeiter an.
Police Officer,Mechanical Engineer,ordered,dominant,male,male,The police officer ordered the mechanical engineer.,first,Der Polizist befahl dem Maschinenbauingenieur.
Kindergarten Teacher,Car Mechanic,commanded,dominant,female,male,The kindergarten teacher commanded the car mechanic.,first,Die Kindergärtnerin befahl dem Automechaniker.
Electrician,Speech Therapist,cared for,caring,male,female,The electrician cared for the speech therapist.,first,Der Elektriker kümmerte sich um den Logopäden.
Truck Driver,Administrative Assistant,described to,neutral,male,female,The truck driver described to the administrative assistant.,first,Der LKW-Fahrer beschrieb es der Verwaltungsangestellten.
Speech Therapist,Administrative Assistant,comforted,caring,female,female,The speech therapist comforted the administrative assistant.,first,Der Logopäde tröstete die Verwaltungsangestellte.
HR Specialist,Social Worker,cared for,caring,female,female,The hr specialist cared for the social worker.,first,Der Personalfachmann kümmerte sich um den Sozialarbeiter.
Librarian,Administrative Assistant,told,neutral,female,female,The librarian told the administrative assistant.,first,Die Bibliothekarin erzählte es der Verwaltungsangestellten.
Welder,Dental Hygienist,comforted,caring,male,female,The welder comforted the dental hygienist.,first,Der Schweißer tröstete die Dentalhygienikerin.
