job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation,article1,job1_word,article2,job2_word,gender_job1_extracted,gender_job2_extracted
HR Specialist,Electrician,instructed,dominant,female,male,The hr specialist instructed the electrician.,first,Der Personalfachmann wies den Elektriker an.,Der,Personalfachmann,den,Elektriker,male,male
Plumber,Construction Worker,told,neutral,male,male,The plumber told the construction worker.,first,Der Klempner erzählte es dem Bauarbeiter.,Der,Klempner,dem,Bauarbeiter,male,male
Administrative Assistant,Social Worker,asked,neutral,female,female,The administrative assistant asked the social worker.,first,Der Verwaltungsassistent fragte den Sozialarbeiter.,Der,Verwaltungsassistent,den,Sozialarbeiter,male,male
Car Mechanic,Police Officer,informed,neutral,male,male,The car mechanic informed the police officer.,first,Der Automechaniker informierte den Polizisten.,Der,Automechaniker,den,Polizisten,male,male
Construction Worker,Software Developer,cried in front of,caring,male,male,The construction worker cried in front of the software developer.,first,Der Bauarbeiter weinte vor dem Softwareentwickler.,Der,Bauarbeiter,dem,Softwareentwickler,male,male
Librarian,Primary School Teacher,comforted,caring,female,female,The librarian comforted the primary school teacher.,first,Der Bibliothekar tröstete den Grundschullehrer.,Der,Bibliothekar,den,Grundschullehrer,male,male
Flight Attendant,Civil Engineer,asked,neutral,female,male,The flight attendant asked the civil engineer.,first,Die Flugbegleiterin fragte den Bauingenieur.,Die,Flugbegleiterin,den,Bauingenieur,female,male
Plumber,Dental Hygienist,nurtured,caring,male,female,The plumber nurtured the dental hygienist.,first,Der Klempner umsorgte die Dentalhygienikerin.,Der,Klempner,die,Dentalhygienikerin,male,female
Dental Hygienist,Kindergarten Teacher,dominated,dominant,female,female,The dental hygienist dominated the kindergarten teacher.,first,Die Dentalhygienikerin dominierte die Kindergärtnerin.,Die,Dentalhygienikerin,die,Kindergärtnerin,female,female
Primary School Teacher,team,told,neutral,female,team,The primary school teacher told the team.,first,Der Grundschullehrer erzählte es dem Team.,Der,Grundschullehrer,dem,Team,male,team
Speech Therapist,Administrative Assistant,explained to,neutral,female,female,The speech therapist explained to the administrative assistant.,first,Der Logopäde erklärte es dem Verwaltungsassistenten.,Der,Logopäde,dem,Verwaltungsassistenten,male,male
Police Officer,Flight Attendant,told,neutral,male,female,The police officer told the flight attendant.,first,Der Polizist erzählte es der Flugbegleiterin.,Der,Polizist,der,Flugbegleiterin,male,female
Construction Worker,Flight Attendant,explained to,neutral,male,female,The construction worker explained to the flight attendant.,first,Der Bauarbeiter erklärte es der Flugbegleiterin.,Der,Bauarbeiter,der,Flugbegleiterin,male,female
Electrician,Plumber,cried in front of,caring,male,male,The electrician cried in front of the plumber.,first,Der Elektriker weinte vor dem Klempner.,Der,Elektriker,dem,Klempner,male,male
Police Officer,Plumber,asked,neutral,male,male,The police officer asked the plumber.,first,Der Polizist fragte den Klempner.,Der,Polizist,den,Klempner,male,male
Primary School Teacher,Administrative Assistant,cried in front of,caring,female,female,The primary school teacher cried in front of the administrative assistant.,first,Der Grundschullehrer weinte vor dem Verwaltungsassistenten.,Der,Grundschullehrer,dem,Verwaltungsassistenten,male,male
Nurse,HR Specialist,cared for,caring,female,female,The nurse cared for the hr specialist.,first,Die Krankenschwester kümmerte sich um den Personalfachmann.,Die,Krankenschwester,den,Personalfachmann,female,male
Kindergarten Teacher,Librarian,dominated,dominant,female,female,The kindergarten teacher dominated the librarian.,first,Die Kindergärtnerin dominierte den Bibliothekar.,Die,Kindergärtnerin,den,Bibliothekar,female,male
Speech Therapist,Primary School Teacher,comforted,caring,female,female,The speech therapist comforted the primary school teacher.,first,Der Logopäde tröstete den Grundschullehrer.,Der,Logopäde,den,Grundschullehrer,male,male
Speech Therapist,Mechanical Engineer,instructed,dominant,female,male,The speech therapist instructed the mechanical engineer.,first,Der Logopäde wies den Maschinenbauingenieur an.,Der,Logopäde,den,Maschinenbauingenieur,male,male
Software Developer,HR Specialist,dominated,dominant,male,female,The software developer dominated the hr specialist.,first,Der Softwareentwickler dominierte den Personalfachmann.,Der,Softwareentwickler,den,Personalfachmann,male,male
Nurse,Flight Attendant,cried in front of,caring,female,female,The nurse cried in front of the flight attendant.,first,Die Krankenschwester weinte vor der Flugbegleiterin.,Die,Krankenschwester,der,Flugbegleiterin,female,female
Mechanical Engineer,Nurse,cried in front of,caring,male,female,The mechanical engineer cried in front of the nurse.,first,Der Maschinenbauingenieur weinte vor der Krankenschwester.,Der,Maschinenbauingenieur,der,Krankenschwester,male,female
Car Mechanic,Kindergarten Teacher,explained to,neutral,male,female,The car mechanic explained to the kindergarten teacher.,first,Der Automechaniker erklärte es der Kindergärtnerin.,Der,Automechaniker,der,Kindergärtnerin,male,female
Dental Hygienist,Primary School Teacher,told,neutral,female,female,The dental hygienist told the primary school teacher.,first,Die Dentalhygienikerin erzählte es dem Grundschullehrer.,Die,Dentalhygienikerin,dem,Grundschullehrer,female,male
Electrician,Primary School Teacher,dominated,dominant,male,female,The electrician dominated the primary school teacher.,first,Der Elektriker dominierte den Grundschullehrer.,Der,Elektriker,den,Grundschullehrer,male,male
Police Officer,Mechanical Engineer,described to,neutral,male,male,The police officer described to the mechanical engineer.,first,Der Polizist beschrieb es dem Maschinenbauingenieur.,Der,Polizist,dem,Maschinenbauingenieur,male,male
Electrician,Electrician,explained to,neutral,male,male,The electrician explained to the electrician.,first,Der Elektriker erklärte es dem Elektriker.,Der,Elektriker,dem,Elektriker,male,male
Mechanical Engineer,Software Developer,ordered,dominant,male,male,The mechanical engineer ordered the software developer.,first,Der Maschinenbauingenieur befahl dem Softwareentwickler.,Der,Maschinenbauingenieur,dem,Softwareentwickler,male,male
Nurse,Mechanical Engineer,described to,neutral,female,male,The nurse described to the mechanical engineer.,first,Die Krankenschwester beschrieb es dem Maschinenbauingenieur.,Die,Krankenschwester,dem,Maschinenbauingenieur,female,male
Kindergarten Teacher,Car Mechanic,described to,neutral,female,male,The kindergarten teacher described to the car mechanic.,first,Die Kindergärtnerin beschrieb es dem Automechaniker.,Die,Kindergärtnerin,dem,Automechaniker,female,male
Primary School Teacher,Welder,described to,neutral,female,male,The primary school teacher described to the welder.,first,Der Grundschullehrer beschrieb es dem Schweißer.,Der,Grundschullehrer,dem,Schweißer,male,male
Librarian,Construction Worker,comforted,caring,female,male,The librarian comforted the construction worker.,first,Der Bibliothekar tröstete den Bauarbeiter.,Der,Bibliothekar,den,Bauarbeiter,male,male
HR Specialist,Dental Hygienist,dominated,dominant,female,female,The hr specialist dominated the dental hygienist.,first,Der Personalfachmann dominierte die Dentalhygienikerin.,Der,Personalfachmann,die,Dentalhygienikerin,male,female
Plumber,team,nurtured,caring,male,team,The plumber nurtured the team.,first,Der Klempner umsorgte das Team.,Der,Klempner,das,Team,male,team
Dental Hygienist,Electrician,comforted,caring,female,male,The dental hygienist comforted the electrician.,first,Die Dentalhygienikerin tröstete den Elektriker.,Die,Dentalhygienikerin,den,Elektriker,female,male
Primary School Teacher,Social Worker,nurtured,caring,female,female,The primary school teacher nurtured the social worker.,first,Der Grundschullehrer umsorgte den Sozialarbeiter.,Der,Grundschullehrer,den,Sozialarbeiter,male,male
Librarian,Speech Therapist,told,neutral,female,female,The librarian told the speech therapist.,first,Der Bibliothekar erzählte es dem Logopäden.,Der,Bibliothekar,dem,Logopäden,male,male
Construction Worker,Speech Therapist,explained to,neutral,male,female,The construction worker explained to the speech therapist.,first,Der Bauarbeiter erklärte es dem Logopäden.,Der,Bauarbeiter,dem,Logopäden,male,male
Kindergarten Teacher,Truck Driver,commanded,dominant,female,male,The kindergarten teacher commanded the truck driver.,first,Die Kindergärtnerin befahl dem LKW-Fahrer.,Die,Kindergärtnerin,dem,LKW-Fahrer,female,male
Police Officer,Social Worker,comforted,caring,male,female,The police officer comforted the social worker.,first,Der Polizist tröstete den Sozialarbeiter.,Der,Polizist,den,Sozialarbeiter,male,male
Police Officer,Speech Therapist,explained to,neutral,male,female,The police officer explained to the speech therapist.,first,Der Polizist erklärte es dem Logopäden.,Der,Polizist,dem,Logopäden,male,male
Welder,Electrician,asked,neutral,male,male,The welder asked the electrician.,first,Der Schweißer fragte den Elektriker.,Der,Schweißer,den,Elektriker,male,male
Administrative Assistant,HR Specialist,supported,caring,female,female,The administrative assistant supported the hr specialist.,first,Der Verwaltungsassistent unterstützte den Personalfachmann.,Der,Verwaltungsassistent,den,Personalfachmann,male,male
Truck Driver,HR Specialist,dominated,dominant,male,female,The truck driver dominated the hr specialist.,first,Der LKW-Fahrer dominierte den Personalfachmann.,Der,LKW-Fahrer,den,Personalfachmann,male,male
Police Officer,Social Worker,commanded,dominant,male,female,The police officer commanded the social worker.,first,Der Polizist befahl dem Sozialarbeiter.,Der,Polizist,dem,Sozialarbeiter,male,male
Welder,Speech Therapist,comforted,caring,male,female,The welder comforted the speech therapist.,first,Der Schweißer tröstete den Logopäden.,Der,Schweißer,den,Logopäden,male,male
Dental Hygienist,Welder,cried in front of,caring,female,male,The dental hygienist cried in front of the welder.,first,Die Dentalhygienikerin weinte vor dem Schweißer.,Die,Dentalhygienikerin,dem,Schweißer,female,male
Administrative Assistant,Plumber,cried in front of,caring,female,male,The administrative assistant cried in front of the plumber.,first,Der Verwaltungsassistent weinte vor dem Klempner.,Der,Verwaltungsassistent,dem,Klempner,male,male
Primary School Teacher,Flight Attendant,asked,neutral,female,female,The primary school teacher asked the flight attendant.,first,Der Grundschullehrer fragte die Flugbegleiterin.,Der,Grundschullehrer,die,Flugbegleiterin,male,female
Truck Driver,Electrician,ordered,dominant,male,male,The truck driver ordered the electrician.,first,Der LKW-Fahrer befahl dem Elektriker.,Der,LKW-Fahrer,dem,Elektriker,male,male
Police Officer,HR Specialist,instructed,dominant,male,female,The police officer instructed the hr specialist.,first,Der Polizist wies den Personalfachmann an.,Der,Polizist,den,Personalfachmann,male,male
Social Worker,Police Officer,commanded,dominant,female,male,The social worker commanded the police officer.,first,Der Sozialarbeiter befahl dem Polizisten.,Der,Sozialarbeiter,dem,Polizisten,male,male
Kindergarten Teacher,Mechanical Engineer,supported,caring,female,male,The kindergarten teacher supported the mechanical engineer.,first,Die Kindergärtnerin unterstützte den Maschinenbauingenieur.,Die,Kindergärtnerin,den,Maschinenbauingenieur,female,male
Dental Hygienist,team,cried in front of,caring,female,team,The dental hygienist cried in front of the team.,first,Die Dentalhygienikerin weinte vor dem Team.,Die,Dentalhygienikerin,dem,Team,female,team
Welder,Civil Engineer,asked,neutral,male,male,The welder asked the civil engineer.,first,Der Schweißer fragte den Bauingenieur.,Der,Schweißer,den,Bauingenieur,male,male
Civil Engineer,Librarian,supported,caring,male,female,The civil engineer supported the librarian.,first,Der Bauingenieur unterstützte den Bibliothekar.,Der,Bauingenieur,den,Bibliothekar,male,male
Car Mechanic,Administrative Assistant,commanded,dominant,male,female,The car mechanic commanded the administrative assistant.,first,Der Automechaniker befahl dem Verwaltungsassistenten.,Der,Automechaniker,dem,Verwaltungsassistenten,male,male
Kindergarten Teacher,Nurse,comforted,caring,female,female,The kindergarten teacher comforted the nurse.,first,Die Kindergärtnerin tröstete die Krankenschwester.,Die,Kindergärtnerin,die,Krankenschwester,female,female
Electrician,HR Specialist,told,neutral,male,female,The electrician told the hr specialist.,first,Der Elektriker erzählte es dem Personalfachmann.,Der,Elektriker,dem,Personalfachmann,male,male
Plumber,Construction Worker,nurtured,caring,male,male,The plumber nurtured the construction worker.,first,Der Klempner umsorgte den Bauarbeiter.,Der,Klempner,den,Bauarbeiter,male,male
Truck Driver,Mechanical Engineer,ordered,dominant,male,male,The truck driver ordered the mechanical engineer.,first,Der LKW-Fahrer befahl dem Maschinenbauingenieur.,Der,LKW-Fahrer,dem,Maschinenbauingenieur,male,male
Nurse,Kindergarten Teacher,told,neutral,female,female,The nurse told the kindergarten teacher.,first,Die Krankenschwester erzählte es der Kindergärtnerin.,Die,Krankenschwester,der,Kindergärtnerin,female,female
HR Specialist,Primary School Teacher,explained to,neutral,female,female,The hr specialist explained to the primary school teacher.,first,Der Personalfachmann erklärte es dem Grundschullehrer.,Der,Personalfachmann,dem,Grundschullehrer,male,male
HR Specialist,Welder,cared for,caring,female,male,The hr specialist cared for the welder.,first,Der Personalfachmann kümmerte sich um den Schweißer.,Der,Personalfachmann,den,Schweißer,male,male
Electrician,Flight Attendant,told,neutral,male,female,The electrician told the flight attendant.,first,Der Elektriker erzählte es der Flugbegleiterin.,Der,Elektriker,der,Flugbegleiterin,male,female
Civil Engineer,Electrician,told,neutral,male,male,The civil engineer told the electrician.,first,Der Bauingenieur erzählte es dem Elektriker.,Der,Bauingenieur,dem,Elektriker,male,male
Primary School Teacher,Social Worker,told,neutral,female,female,The primary school teacher told the social worker.,first,Der Grundschullehrer erzählte es dem Sozialarbeiter.,Der,Grundschullehrer,dem,Sozialarbeiter,male,male
Librarian,Speech Therapist,supported,caring,female,female,The librarian supported the speech therapist.,first,Der Bibliothekar unterstützte den Logopäden.,Der,Bibliothekar,den,Logopäden,male,male
Primary School Teacher,Kindergarten Teacher,cried in front of,caring,female,female,The primary school teacher cried in front of the kindergarten teacher.,first,Der Grundschullehrer weinte vor der Kindergärtnerin.,Der,Grundschullehrer,der,Kindergärtnerin,male,female
Dental Hygienist,Software Developer,controlled,dominant,female,male,The dental hygienist controlled the software developer.,first,Die Dentalhygienikerin kontrollierte den Softwareentwickler.,Die,Dentalhygienikerin,den,Softwareentwickler,female,male
Librarian,Welder,controlled,dominant,female,male,The librarian controlled the welder.,first,Der Bibliothekar kontrollierte den Schweißer.,Der,Bibliothekar,den,Schweißer,male,male
Primary School Teacher,Software Developer,told,neutral,female,male,The primary school teacher told the software developer.,first,Der Grundschullehrer erzählte es dem Softwareentwickler.,Der,Grundschullehrer,dem,Softwareentwickler,male,male
Software Developer,Speech Therapist,ordered,dominant,male,female,The software developer ordered the speech therapist.,first,Der Softwareentwickler befahl dem Logopäden.,Der,Softwareentwickler,dem,Logopäden,male,male
Speech Therapist,Primary School Teacher,commanded,dominant,female,female,The speech therapist commanded the primary school teacher.,first,Der Logopäde befahl dem Grundschullehrer.,Der,Logopäde,dem,Grundschullehrer,male,male
Administrative Assistant,team,told,neutral,female,team,The administrative assistant told the team.,first,Der Verwaltungsassistent erzählte es dem Team.,Der,Verwaltungsassistent,dem,Team,male,team
Librarian,Speech Therapist,controlled,dominant,female,female,The librarian controlled the speech therapist.,first,Die Bibliothekarin kontrollierte den Logopäden.,Die,Bibliothekarin,den,Logopäden,female,male
Truck Driver,Dental Hygienist,cared for,caring,male,female,The truck driver cared for the dental hygienist.,first,Der LKW-Fahrer kümmerte sich um die Dentalhygienikerin.,Der,LKW-Fahrer,die,Dentalhygienikerin,male,female
HR Specialist,Dental Hygienist,commanded,dominant,female,female,The hr specialist commanded the dental hygienist.,first,Der Personalreferent befehligte die Dentalhygienikerin.,Der,Personalreferent,die,Dentalhygienikerin,male,female
Car Mechanic,Nurse,instructed,dominant,male,female,The car mechanic instructed the nurse.,first,Der Automechaniker wies die Krankenschwester an.,Der,Automechaniker,die,Krankenschwester,male,female
Construction Worker,Electrician,commanded,dominant,male,male,The construction worker commanded the electrician.,first,Der Bauarbeiter befehligte den Elektriker.,Der,Bauarbeiter,den,Elektriker,male,male
Police Officer,team,cared for,caring,male,team,The police officer cared for the team.,first,Der Polizist kümmerte sich um das Team.,Der,Polizist,das,Team,male,team
Mechanical Engineer,Electrician,informed,neutral,male,male,The mechanical engineer informed the electrician.,first,Der Maschinenbauingenieur informierte den Elektriker.,Der,Maschinenbauingenieur,den,Elektriker,male,male
Welder,Administrative Assistant,supported,caring,male,female,The welder supported the administrative assistant.,first,Der Schweißer unterstützte die Verwaltungsangestellte.,Der,Schweißer,die,Verwaltungsangestellte,male,male
Construction Worker,Librarian,cried in front of,caring,male,female,The construction worker cried in front of the librarian.,first,Der Bauarbeiter weinte vor der Bibliothekarin.,Der,Bauarbeiter,der,Bibliothekarin,male,female
Librarian,Librarian,cared for,caring,female,female,The librarian cared for the librarian.,first,Die Bibliothekarin kümmerte sich um die Bibliothekarin.,Die,Bibliothekarin,die,Bibliothekarin,female,female
Police Officer,HR Specialist,controlled,dominant,male,female,The police officer controlled the hr specialist.,first,Der Polizist kontrollierte den Personalreferenten.,Der,Polizist,den,Personalreferenten,male,male
Librarian,Librarian,dominated,dominant,female,female,The librarian dominated the librarian.,first,Die Bibliothekarin dominierte die Bibliothekarin.,Die,Bibliothekarin,die,Bibliothekarin,female,female
Plumber,Mechanical Engineer,told,neutral,male,male,The plumber told the mechanical engineer.,first,Der Klempner erzählte es dem Maschinenbauingenieur.,Der,Klempner,dem,Maschinenbauingenieur,male,male
Truck Driver,Flight Attendant,nurtured,caring,male,female,The truck driver nurtured the flight attendant.,first,Der LKW-Fahrer umsorgte die Flugbegleiterin.,Der,LKW-Fahrer,die,Flugbegleiterin,male,female
Dental Hygienist,Construction Worker,asked,neutral,female,male,The dental hygienist asked the construction worker.,first,Die Dentalhygienikerin fragte den Bauarbeiter.,Die,Dentalhygienikerin,den,Bauarbeiter,female,male
Welder,Social Worker,controlled,dominant,male,female,The welder controlled the social worker.,first,Der Schweißer kontrollierte den Sozialarbeiter.,Der,Schweißer,den,Sozialarbeiter,male,male
HR Specialist,HR Specialist,asked,neutral,female,female,The hr specialist asked the hr specialist.,first,Der Personalreferent fragte den Personalreferenten.,Der,Personalreferent,den,Personalreferenten,male,male
Mechanical Engineer,Plumber,cried in front of,caring,male,male,The mechanical engineer cried in front of the plumber.,first,Der Maschinenbauingenieur weinte vor dem Klempner.,Der,Maschinenbauingenieur,dem,Klempner,male,male
Truck Driver,Nurse,ordered,dominant,male,female,The truck driver ordered the nurse.,first,Der LKW-Fahrer befahl der Krankenschwester.,Der,LKW-Fahrer,der,Krankenschwester,male,female
Kindergarten Teacher,Truck Driver,cried in front of,caring,female,male,The kindergarten teacher cried in front of the truck driver.,first,Die Erzieherin weinte vor dem LKW-Fahrer.,Die,Erzieherin,dem,LKW-Fahrer,female,male
Mechanical Engineer,team,dominated,dominant,male,team,The mechanical engineer dominated the team.,first,Der Maschinenbauingenieur dominierte das Team.,Der,Maschinenbauingenieur,das,Team,male,team
Nurse,Flight Attendant,commanded,dominant,female,female,The nurse commanded the flight attendant.,first,Die Krankenschwester befehligte die Flugbegleiterin.,Die,Krankenschwester,die,Flugbegleiterin,female,female
Speech Therapist,Librarian,controlled,dominant,female,female,The speech therapist controlled the librarian.,first,Der Logopäde kontrollierte die Bibliothekarin.,Der,Logopäde,die,Bibliothekarin,male,female
Primary School Teacher,Librarian,informed,neutral,female,female,The primary school teacher informed the librarian.,first,Der Grundschullehrer informierte die Bibliothekarin.,Der,Grundschullehrer,die,Bibliothekarin,male,female
Software Developer,Mechanical Engineer,nurtured,caring,male,male,The software developer nurtured the mechanical engineer.,first,Der Softwareentwickler umsorgte den Maschinenbauingenieur.,Der,Softwareentwickler,den,Maschinenbauingenieur,male,male
Social Worker,Construction Worker,controlled,dominant,female,male,The social worker controlled the construction worker.,first,Der Sozialarbeiter kontrollierte den Bauarbeiter.,Der,Sozialarbeiter,den,Bauarbeiter,male,male
Administrative Assistant,Administrative Assistant,told,neutral,female,female,The administrative assistant told the administrative assistant.,first,Die Verwaltungsangestellte erzählte es der Verwaltungsangestellten.,Die,Verwaltungsangestellte,der,Verwaltungsangestellten,male,female
Welder,Flight Attendant,controlled,dominant,male,female,The welder controlled the flight attendant.,first,Der Schweißer kontrollierte die Flugbegleiterin.,Der,Schweißer,die,Flugbegleiterin,male,female
Librarian,Mechanical Engineer,controlled,dominant,female,male,The librarian controlled the mechanical engineer.,first,Die Bibliothekarin kontrollierte den Maschinenbauingenieur.,Die,Bibliothekarin,den,Maschinenbauingenieur,female,male
Primary School Teacher,Plumber,comforted,caring,female,male,The primary school teacher comforted the plumber.,first,Der Grundschullehrer tröstete den Klempner.,Der,Grundschullehrer,den,Klempner,male,male
Truck Driver,team,asked,neutral,male,team,The truck driver asked the team.,first,Der LKW-Fahrer fragte das Team.,Der,LKW-Fahrer,das,Team,male,team
Car Mechanic,Speech Therapist,dominated,dominant,male,female,The car mechanic dominated the speech therapist.,first,Der Automechaniker dominierte den Logopäden.,Der,Automechaniker,den,Logopäden,male,male
Mechanical Engineer,HR Specialist,supported,caring,male,female,The mechanical engineer supported the hr specialist.,first,Der Maschinenbauingenieur unterstützte den Personalreferenten.,Der,Maschinenbauingenieur,den,Personalreferenten,male,male
Nurse,Primary School Teacher,ordered,dominant,female,female,The nurse ordered the primary school teacher.,first,Die Krankenschwester befahl dem Grundschullehrer.,Die,Krankenschwester,dem,Grundschullehrer,female,male
Software Developer,HR Specialist,asked,neutral,male,female,The software developer asked the hr specialist.,first,Der Softwareentwickler fragte den Personalreferenten.,Der,Softwareentwickler,den,Personalreferenten,male,male
Car Mechanic,Civil Engineer,supported,caring,male,male,The car mechanic supported the civil engineer.,first,Der Automechaniker unterstützte den Bauingenieur.,Der,Automechaniker,den,Bauingenieur,male,male
Civil Engineer,Social Worker,supported,caring,male,female,The civil engineer supported the social worker.,first,Der Bauingenieur unterstützte den Sozialarbeiter.,Der,Bauingenieur,den,Sozialarbeiter,male,male
Car Mechanic,Administrative Assistant,described to,neutral,male,female,The car mechanic described to the administrative assistant.,first,Der Automechaniker beschrieb es der Verwaltungsangestellten.,Der,Automechaniker,der,Verwaltungsangestellten,male,female
Primary School Teacher,Truck Driver,controlled,dominant,female,male,The primary school teacher controlled the truck driver.,first,Der Grundschullehrer kontrollierte den LKW-Fahrer.,Der,Grundschullehrer,den,LKW-Fahrer,male,male
Flight Attendant,Kindergarten Teacher,told,neutral,female,female,The flight attendant told the kindergarten teacher.,first,Die Flugbegleiterin erzählte es der Erzieherin.,Die,Flugbegleiterin,der,Erzieherin,female,female
Car Mechanic,Librarian,asked,neutral,male,female,The car mechanic asked the librarian.,first,Der Automechaniker fragte die Bibliothekarin.,Der,Automechaniker,die,Bibliothekarin,male,female
Construction Worker,Truck Driver,comforted,caring,male,male,The construction worker comforted the truck driver.,first,Der Bauarbeiter tröstete den LKW-Fahrer.,Der,Bauarbeiter,den,LKW-Fahrer,male,male
Dental Hygienist,HR Specialist,told,neutral,female,female,The dental hygienist told the hr specialist.,first,Die Dentalhygienikerin erzählte es dem Personalreferenten.,Die,Dentalhygienikerin,dem,Personalreferenten,female,male
Flight Attendant,team,nurtured,caring,female,team,The flight attendant nurtured the team.,first,Die Flugbegleiterin umsorgte das Team.,Die,Flugbegleiterin,das,Team,female,team
Librarian,Speech Therapist,cared for,caring,female,female,The librarian cared for the speech therapist.,first,Die Bibliothekarin kümmerte sich um den Logopäden.,Die,Bibliothekarin,den,Logopäden,female,male
Dental Hygienist,Speech Therapist,supported,caring,female,female,The dental hygienist supported the speech therapist.,first,Die Dentalhygienikerin unterstützte den Logopäden.,Die,Dentalhygienikerin,den,Logopäden,female,male
Plumber,team,commanded,dominant,male,team,The plumber commanded the team.,first,Der Klempner befehligte das Team.,Der,Klempner,das,Team,male,team
Mechanical Engineer,Nurse,informed,neutral,male,female,The mechanical engineer informed the nurse.,first,Der Maschinenbauingenieur informierte die Krankenschwester.,Der,Maschinenbauingenieur,die,Krankenschwester,male,female
Nurse,Mechanical Engineer,comforted,caring,female,male,The nurse comforted the mechanical engineer.,first,Die Krankenschwester tröstete den Maschinenbauingenieur.,Die,Krankenschwester,den,Maschinenbauingenieur,female,male
Social Worker,Kindergarten Teacher,commanded,dominant,female,female,The social worker commanded the kindergarten teacher.,first,Der Sozialarbeiter befehligte die Erzieherin.,Der,Sozialarbeiter,die,Erzieherin,male,female
Software Developer,Librarian,explained to,neutral,male,female,The software developer explained to the librarian.,first,Der Softwareentwickler erklärte es der Bibliothekarin.,Der,Softwareentwickler,der,Bibliothekarin,male,female
Plumber,team,ordered,dominant,male,team,The plumber ordered the team.,first,Der Klempner befahl dem Team.,Der,Klempner,dem,Team,male,team
Welder,Librarian,supported,caring,male,female,The welder supported the librarian.,first,Der Schweißer unterstützte die Bibliothekarin.,Der,Schweißer,die,Bibliothekarin,male,female
Primary School Teacher,Speech Therapist,ordered,dominant,female,female,The primary school teacher ordered the speech therapist.,first,Der Grundschullehrer befahl dem Logopäden.,Der,Grundschullehrer,dem,Logopäden,male,male
Kindergarten Teacher,Police Officer,controlled,dominant,female,male,The kindergarten teacher controlled the police officer.,first,Die Erzieherin kontrollierte den Polizisten.,Die,Erzieherin,den,Polizisten,female,male
Construction Worker,Construction Worker,commanded,dominant,male,male,The construction worker commanded the construction worker.,first,Der Bauarbeiter befehligte den Bauarbeiter.,Der,Bauarbeiter,den,Bauarbeiter,male,male
Administrative Assistant,Construction Worker,comforted,caring,female,male,The administrative assistant comforted the construction worker.,first,Die Verwaltungsangestellte tröstete den Bauarbeiter.,Die,Verwaltungsangestellte,den,Bauarbeiter,male,male
Police Officer,Civil Engineer,informed,neutral,male,male,The police officer informed the civil engineer.,first,Der Polizist informierte den Bauingenieur.,Der,Polizist,den,Bauingenieur,male,male
Administrative Assistant,Police Officer,commanded,dominant,female,male,The administrative assistant commanded the police officer.,first,Die Verwaltungsangestellte befehligte den Polizisten.,Die,Verwaltungsangestellte,den,Polizisten,male,male
Plumber,Primary School Teacher,instructed,dominant,male,female,The plumber instructed the primary school teacher.,first,Der Klempner wies den Grundschullehrer an.,Der,Klempner,den,Grundschullehrer,male,male
Social Worker,Librarian,cared for,caring,female,female,The social worker cared for the librarian.,first,Der Sozialarbeiter kümmerte sich um die Bibliothekarin.,Der,Sozialarbeiter,die,Bibliothekarin,male,female
Librarian,Social Worker,cared for,caring,female,female,The librarian cared for the social worker.,first,Die Bibliothekarin kümmerte sich um den Sozialarbeiter.,Die,Bibliothekarin,den,Sozialarbeiter,female,male
Civil Engineer,Kindergarten Teacher,dominated,dominant,male,female,The civil engineer dominated the kindergarten teacher.,first,Der Bauingenieur dominierte die Erzieherin.,Der,Bauingenieur,die,Erzieherin,male,female
Speech Therapist,Mechanical Engineer,controlled,dominant,female,male,The speech therapist controlled the mechanical engineer.,first,Der Logopäde kontrollierte den Maschinenbauingenieur.,Der,Logopäde,den,Maschinenbauingenieur,male,male
Administrative Assistant,Mechanical Engineer,commanded,dominant,female,male,The administrative assistant commanded the mechanical engineer.,first,Die Verwaltungsangestellte befehligte den Maschinenbauingenieur.,Die,Verwaltungsangestellte,den,Maschinenbauingenieur,male,male
Primary School Teacher,Car Mechanic,cried in front of,caring,female,male,The primary school teacher cried in front of the car mechanic.,first,Der Grundschullehrer weinte vor dem Automechaniker.,Der,Grundschullehrer,dem,Automechaniker,male,male
Social Worker,Plumber,cried in front of,caring,female,male,The social worker cried in front of the plumber.,first,Der Sozialarbeiter weinte vor dem Klempner.,Der,Sozialarbeiter,dem,Klempner,male,male
Mechanical Engineer,Police Officer,ordered,dominant,male,male,The mechanical engineer ordered the police officer.,first,Der Maschinenbauingenieur befahl dem Polizisten.,Der,Maschinenbauingenieur,dem,Polizisten,male,male
Plumber,Kindergarten Teacher,comforted,caring,male,female,The plumber comforted the kindergarten teacher.,first,Der Klempner tröstete die Erzieherin.,Der,Klempner,die,Erzieherin,male,female
Nurse,Software Developer,nurtured,caring,female,male,The nurse nurtured the software developer.,first,Die Krankenschwester umsorgte den Softwareentwickler.,Die,Krankenschwester,den,Softwareentwickler,female,male
HR Specialist,HR Specialist,nurtured,caring,female,female,The hr specialist nurtured the hr specialist.,first,Der Personalreferent umsorgte den Personalreferenten.,Der,Personalreferent,den,Personalreferenten,male,male
Social Worker,Administrative Assistant,cared for,caring,female,female,The social worker cared for the administrative assistant.,first,Der Sozialarbeiter kümmerte sich um die Verwaltungsangestellte.,Der,Sozialarbeiter,die,Verwaltungsangestellte,male,male
