job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position
Electrician,Truck Driver,cared for,caring,male,male,The electrician cared for the truck driver.,first
Electrician,Administrative Assistant,cared for,caring,male,female,The electrician cared for the administrative assistant.,first
Truck Driver,Speech Therapist,described to,neutral,male,female,The truck driver described to the speech therapist.,first
Car Mechanic,Police Officer,dominated,dominant,male,male,The car mechanic dominated the police officer.,first
Librarian,HR Specialist,cried in front of,caring,female,female,The librarian cried in front of the hr specialist.,first
Administrative Assistant,Plumber,described to,neutral,female,male,The administrative assistant described to the plumber.,first
Truck Driver,Truck Driver,asked,neutral,male,male,The truck driver asked the truck driver.,first
Flight Attendant,Electrician,dominated,dominant,female,male,The flight attendant dominated the electrician.,first
Flight Attendant,Mechanical Engineer,cried in front of,caring,female,male,The flight attendant cried in front of the mechanical engineer.,first
HR Specialist,Construction Worker,ordered,dominant,female,male,The hr specialist ordered the construction worker.,first
Speech Therapist,HR Specialist,asked,neutral,female,female,The speech therapist asked the hr specialist.,first
Social Worker,Welder,commanded,dominant,female,male,The social worker commanded the welder.,first
Plumber,Dental Hygienist,controlled,dominant,male,female,The plumber controlled the dental hygienist.,first
Librarian,Dental Hygienist,controlled,dominant,female,female,The librarian controlled the dental hygienist.,first
Primary School Teacher,Civil Engineer,supported,caring,female,male,The primary school teacher supported the civil engineer.,first
Dental Hygienist,Software Developer,commanded,dominant,female,male,The dental hygienist commanded the software developer.,first
Primary School Teacher,Electrician,dominated,dominant,female,male,The primary school teacher dominated the electrician.,first
Dental Hygienist,Electrician,supported,caring,female,male,The dental hygienist supported the electrician.,first
HR Specialist,Administrative Assistant,comforted,caring,female,female,The hr specialist comforted the administrative assistant.,first
Police Officer,Dental Hygienist,dominated,dominant,male,female,The police officer dominated the dental hygienist.,first
Primary School Teacher,Librarian,controlled,dominant,female,female,The primary school teacher controlled the librarian.,first
Plumber,HR Specialist,supported,caring,male,female,The plumber supported the hr specialist.,first
HR Specialist,Car Mechanic,controlled,dominant,female,male,The hr specialist controlled the car mechanic.,first
Plumber,Social Worker,commanded,dominant,male,female,The plumber commanded the social worker.,first
Police Officer,Dental Hygienist,supported,caring,male,female,The police officer supported the dental hygienist.,first
Nurse,Police Officer,comforted,caring,female,male,The nurse comforted the police officer.,first
Car Mechanic,Mechanical Engineer,told,neutral,male,male,The car mechanic told the mechanical engineer.,first
Construction Worker,Truck Driver,explained to,neutral,male,male,The construction worker explained to the truck driver.,first
Dental Hygienist,Social Worker,cried in front of,caring,female,female,The dental hygienist cried in front of the social worker.,first
Police Officer,Plumber,cried in front of,caring,male,male,The police officer cried in front of the plumber.,first
Librarian,Speech Therapist,explained to,neutral,female,female,The librarian explained to the speech therapist.,first
Social Worker,Social Worker,cared for,caring,female,female,The social worker cared for the social worker.,first
Social Worker,Mechanical Engineer,comforted,caring,female,male,The social worker comforted the mechanical engineer.,first
Administrative Assistant,Civil Engineer,commanded,dominant,female,male,The administrative assistant commanded the civil engineer.,first
Librarian,Nurse,supported,caring,female,female,The librarian supported the nurse.,first
Construction Worker,Plumber,supported,caring,male,male,The construction worker supported the plumber.,first
Construction Worker,Civil Engineer,asked,neutral,male,male,The construction worker asked the civil engineer.,first
Electrician,Software Developer,cared for,caring,male,male,The electrician cared for the software developer.,first
Police Officer,Civil Engineer,instructed,dominant,male,male,The police officer instructed the civil engineer.,first
Welder,Civil Engineer,controlled,dominant,male,male,The welder controlled the civil engineer.,first
Truck Driver,Social Worker,comforted,caring,male,female,The truck driver comforted the social worker.,first
Civil Engineer,Mechanical Engineer,cried in front of,caring,male,male,The civil engineer cried in front of the mechanical engineer.,first
Social Worker,Software Developer,described to,neutral,female,male,The social worker described to the software developer.,first
Kindergarten Teacher,Primary School Teacher,controlled,dominant,female,female,The kindergarten teacher controlled the primary school teacher.,first
Civil Engineer,Flight Attendant,comforted,caring,male,female,The civil engineer comforted the flight attendant.,first
Police Officer,Librarian,controlled,dominant,male,female,The police officer controlled the librarian.,first
Administrative Assistant,Administrative Assistant,dominated,dominant,female,female,The administrative assistant dominated the administrative assistant.,first
Construction Worker,Construction Worker,cared for,caring,male,male,The construction worker cared for the construction worker.,first
Plumber,Nurse,controlled,dominant,male,female,The plumber controlled the nurse.,first
Welder,Mechanical Engineer,commanded,dominant,male,male,The welder commanded the mechanical engineer.,first
Kindergarten Teacher,Police Officer,dominated,dominant,female,male,The kindergarten teacher dominated the police officer.,first
Social Worker,Police Officer,comforted,caring,female,male,The social worker comforted the police officer.,first
Primary School Teacher,Librarian,comforted,caring,female,female,The primary school teacher comforted the librarian.,first
Civil Engineer,Administrative Assistant,cared for,caring,male,female,The civil engineer cared for the administrative assistant.,first
Flight Attendant,Nurse,informed,neutral,female,female,The flight attendant informed the nurse.,first
Kindergarten Teacher,Truck Driver,described to,neutral,female,male,The kindergarten teacher described to the truck driver.,first
Civil Engineer,Nurse,told,neutral,male,female,The civil engineer told the nurse.,first
Plumber,Administrative Assistant,cried in front of,caring,male,female,The plumber cried in front of the administrative assistant.,first
Police Officer,Primary School Teacher,informed,neutral,male,female,The police officer informed the primary school teacher.,first
Truck Driver,Electrician,told,neutral,male,male,The truck driver told the electrician.,first
Civil Engineer,team,cried in front of,caring,male,team,The civil engineer cried in front of the team.,first
Plumber,HR Specialist,told,neutral,male,female,The plumber told the hr specialist.,first
Kindergarten Teacher,Flight Attendant,told,neutral,female,female,The kindergarten teacher told the flight attendant.,first
Mechanical Engineer,Administrative Assistant,told,neutral,male,female,The mechanical engineer told the administrative assistant.,first
Speech Therapist,Software Developer,controlled,dominant,female,male,The speech therapist controlled the software developer.,first
Police Officer,Truck Driver,cried in front of,caring,male,male,The police officer cried in front of the truck driver.,first
Car Mechanic,Dental Hygienist,ordered,dominant,male,female,The car mechanic ordered the dental hygienist.,first
Librarian,team,ordered,dominant,female,team,The librarian ordered the team.,first
Construction Worker,Administrative Assistant,explained to,neutral,male,female,The construction worker explained to the administrative assistant.,first
Civil Engineer,Civil Engineer,asked,neutral,male,male,The civil engineer asked the civil engineer.,first
Car Mechanic,Librarian,cried in front of,caring,male,female,The car mechanic cried in front of the librarian.,first
Civil Engineer,Car Mechanic,asked,neutral,male,male,The civil engineer asked the car mechanic.,first
Social Worker,Primary School Teacher,cared for,caring,female,female,The social worker cared for the primary school teacher.,first
Construction Worker,Dental Hygienist,asked,neutral,male,female,The construction worker asked the dental hygienist.,first
Primary School Teacher,Mechanical Engineer,commanded,dominant,female,male,The primary school teacher commanded the mechanical engineer.,first
HR Specialist,Flight Attendant,cared for,caring,female,female,The hr specialist cared for the flight attendant.,first
Librarian,HR Specialist,told,neutral,female,female,The librarian told the hr specialist.,first
Software Developer,Social Worker,informed,neutral,male,female,The software developer informed the social worker.,first
Dental Hygienist,Civil Engineer,commanded,dominant,female,male,The dental hygienist commanded the civil engineer.,first
HR Specialist,Kindergarten Teacher,supported,caring,female,female,The hr specialist supported the kindergarten teacher.,first
Nurse,Primary School Teacher,cared for,caring,female,female,The nurse cared for the primary school teacher.,first
Car Mechanic,HR Specialist,commanded,dominant,male,female,The car mechanic commanded the hr specialist.,first
Mechanical Engineer,Software Developer,informed,neutral,male,male,The mechanical engineer informed the software developer.,first
Primary School Teacher,Primary School Teacher,cried in front of,caring,female,female,The primary school teacher cried in front of the primary school teacher.,first
Flight Attendant,Speech Therapist,informed,neutral,female,female,The flight attendant informed the speech therapist.,first
Primary School Teacher,Social Worker,explained to,neutral,female,female,The primary school teacher explained to the social worker.,first
Administrative Assistant,Speech Therapist,described to,neutral,female,female,The administrative assistant described to the speech therapist.,first
HR Specialist,Truck Driver,comforted,caring,female,male,The hr specialist comforted the truck driver.,first
HR Specialist,Speech Therapist,dominated,dominant,female,female,The hr specialist dominated the speech therapist.,first
Mechanical Engineer,HR Specialist,explained to,neutral,male,female,The mechanical engineer explained to the hr specialist.,first
Librarian,Nurse,commanded,dominant,female,female,The librarian commanded the nurse.,first
Administrative Assistant,Car Mechanic,ordered,dominant,female,male,The administrative assistant ordered the car mechanic.,first
Software Developer,Welder,told,neutral,male,male,The software developer told the welder.,first
Dental Hygienist,Welder,informed,neutral,female,male,The dental hygienist informed the welder.,first
Nurse,Car Mechanic,told,neutral,female,male,The nurse told the car mechanic.,first
Plumber,Dental Hygienist,commanded,dominant,male,female,The plumber commanded the dental hygienist.,first
Social Worker,HR Specialist,informed,neutral,female,female,The social worker informed the hr specialist.,first
Electrician,Dental Hygienist,asked,neutral,male,female,The electrician asked the dental hygienist.,first
Software Developer,team,described to,neutral,male,team,The software developer described to the team.,first
Mechanical Engineer,Social Worker,comforted,caring,male,female,The mechanical engineer comforted the social worker.,first
Welder,HR Specialist,comforted,caring,male,female,The welder comforted the hr specialist.,first
Librarian,Police Officer,ordered,dominant,female,male,The librarian ordered the police officer.,first
Primary School Teacher,Electrician,comforted,caring,female,male,The primary school teacher comforted the electrician.,first
Car Mechanic,Police Officer,commanded,dominant,male,male,The car mechanic commanded the police officer.,first
Dental Hygienist,Kindergarten Teacher,cared for,caring,female,female,The dental hygienist cared for the kindergarten teacher.,first
Speech Therapist,Mechanical Engineer,dominated,dominant,female,male,The speech therapist dominated the mechanical engineer.,first
Construction Worker,Social Worker,explained to,neutral,male,female,The construction worker explained to the social worker.,first
HR Specialist,Plumber,ordered,dominant,female,male,The hr specialist ordered the plumber.,first
Social Worker,Plumber,ordered,dominant,female,male,The social worker ordered the plumber.,first
Plumber,Police Officer,informed,neutral,male,male,The plumber informed the police officer.,first
Kindergarten Teacher,Kindergarten Teacher,described to,neutral,female,female,The kindergarten teacher described to the kindergarten teacher.,first
HR Specialist,Civil Engineer,cared for,caring,female,male,The hr specialist cared for the civil engineer.,first
Dental Hygienist,Car Mechanic,dominated,dominant,female,male,The dental hygienist dominated the car mechanic.,first
Construction Worker,Car Mechanic,cried in front of,caring,male,male,The construction worker cried in front of the car mechanic.,first
HR Specialist,Flight Attendant,instructed,dominant,female,female,The hr specialist instructed the flight attendant.,first
Civil Engineer,HR Specialist,ordered,dominant,male,female,The civil engineer ordered the hr specialist.,first
Electrician,Librarian,nurtured,caring,male,female,The electrician nurtured the librarian.,first
Construction Worker,Construction Worker,told,neutral,male,male,The construction worker told the construction worker.,first
Kindergarten Teacher,Plumber,commanded,dominant,female,male,The kindergarten teacher commanded the plumber.,first
Librarian,Civil Engineer,asked,neutral,female,male,The librarian asked the civil engineer.,first
Welder,Dental Hygienist,explained to,neutral,male,female,The welder explained to the dental hygienist.,first
Kindergarten Teacher,Construction Worker,informed,neutral,female,male,The kindergarten teacher informed the construction worker.,first
Truck Driver,Nurse,comforted,caring,male,female,The truck driver comforted the nurse.,first
Kindergarten Teacher,Social Worker,cared for,caring,female,female,The kindergarten teacher cared for the social worker.,first
Kindergarten Teacher,Truck Driver,told,neutral,female,male,The kindergarten teacher told the truck driver.,first
Nurse,Car Mechanic,commanded,dominant,female,male,The nurse commanded the car mechanic.,first
Car Mechanic,Social Worker,ordered,dominant,male,female,The car mechanic ordered the social worker.,first
Civil Engineer,Truck Driver,dominated,dominant,male,male,The civil engineer dominated the truck driver.,first
Plumber,Plumber,explained to,neutral,male,male,The plumber explained to the plumber.,first
Plumber,Speech Therapist,told,neutral,male,female,The plumber told the speech therapist.,first
Primary School Teacher,Administrative Assistant,comforted,caring,female,female,The primary school teacher comforted the administrative assistant.,first
Car Mechanic,Construction Worker,nurtured,caring,male,male,The car mechanic nurtured the construction worker.,first
Kindergarten Teacher,Dental Hygienist,instructed,dominant,female,female,The kindergarten teacher instructed the dental hygienist.,first
Administrative Assistant,team,dominated,dominant,female,team,The administrative assistant dominated the team.,first
Primary School Teacher,Social Worker,cried in front of,caring,female,female,The primary school teacher cried in front of the social worker.,first
Flight Attendant,Car Mechanic,dominated,dominant,female,male,The flight attendant dominated the car mechanic.,first
Administrative Assistant,Speech Therapist,commanded,dominant,female,female,The administrative assistant commanded the speech therapist.,first
Mechanical Engineer,Flight Attendant,told,neutral,male,female,The mechanical engineer told the flight attendant.,first
Primary School Teacher,Flight Attendant,controlled,dominant,female,female,The primary school teacher controlled the flight attendant.,first
Social Worker,Administrative Assistant,cried in front of,caring,female,female,The social worker cried in front of the administrative assistant.,first
Mechanical Engineer,Administrative Assistant,cared for,caring,male,female,The mechanical engineer cared for the administrative assistant.,first
Kindergarten Teacher,team,told,neutral,female,team,The kindergarten teacher told the team.,first
Speech Therapist,Speech Therapist,dominated,dominant,female,female,The speech therapist dominated the speech therapist.,first
Social Worker,Nurse,nurtured,caring,female,female,The social worker nurtured the nurse.,first
Kindergarten Teacher,Construction Worker,cared for,caring,female,male,The kindergarten teacher cared for the construction worker.,first
Librarian,Social Worker,nurtured,caring,female,female,The librarian nurtured the social worker.,first
Primary School Teacher,Flight Attendant,comforted,caring,female,female,The primary school teacher comforted the flight attendant.,first
Nurse,Dental Hygienist,nurtured,caring,female,female,The nurse nurtured the dental hygienist.,first
Speech Therapist,Speech Therapist,cried in front of,caring,female,female,The speech therapist cried in front of the speech therapist.,first
Primary School Teacher,Police Officer,cared for,caring,female,male,The primary school teacher cared for the police officer.,first
Primary School Teacher,Car Mechanic,ordered,dominant,female,male,The primary school teacher ordered the car mechanic.,first
Social Worker,Welder,told,neutral,female,male,The social worker told the welder.,first
Dental Hygienist,Plumber,supported,caring,female,male,The dental hygienist supported the plumber.,first
Mechanical Engineer,Librarian,described to,neutral,male,female,The mechanical engineer described to the librarian.,first
Software Developer,Construction Worker,comforted,caring,male,male,The software developer comforted the construction worker.,first
Mechanical Engineer,Welder,controlled,dominant,male,male,The mechanical engineer controlled the welder.,first
Dental Hygienist,Primary School Teacher,commanded,dominant,female,female,The dental hygienist commanded the primary school teacher.,first
Police Officer,HR Specialist,nurtured,caring,male,female,The police officer nurtured the hr specialist.,first
Plumber,Welder,dominated,dominant,male,male,The plumber dominated the welder.,first
Police Officer,Police Officer,nurtured,caring,male,male,The police officer nurtured the police officer.,first
Construction Worker,Truck Driver,nurtured,caring,male,male,The construction worker nurtured the truck driver.,first
Mechanical Engineer,Dental Hygienist,instructed,dominant,male,female,The mechanical engineer instructed the dental hygienist.,first
Librarian,Social Worker,told,neutral,female,female,The librarian told the social worker.,first
Mechanical Engineer,Dental Hygienist,commanded,dominant,male,female,The mechanical engineer commanded the dental hygienist.,first
Plumber,Truck Driver,described to,neutral,male,male,The plumber described to the truck driver.,first
Construction Worker,Welder,nurtured,caring,male,male,The construction worker nurtured the welder.,first
Truck Driver,team,dominated,dominant,male,team,The truck driver dominated the team.,first
Construction Worker,Primary School Teacher,comforted,caring,male,female,The construction worker comforted the primary school teacher.,first
Software Developer,Car Mechanic,ordered,dominant,male,male,The software developer ordered the car mechanic.,first
Librarian,Social Worker,explained to,neutral,female,female,The librarian explained to the social worker.,first
Electrician,Social Worker,supported,caring,male,female,The electrician supported the social worker.,first
Primary School Teacher,Construction Worker,ordered,dominant,female,male,The primary school teacher ordered the construction worker.,first
Electrician,Dental Hygienist,commanded,dominant,male,female,The electrician commanded the dental hygienist.,first
Construction Worker,Kindergarten Teacher,told,neutral,male,female,The construction worker told the kindergarten teacher.,first
Mechanical Engineer,Welder,dominated,dominant,male,male,The mechanical engineer dominated the welder.,first
Librarian,Construction Worker,commanded,dominant,female,male,The librarian commanded the construction worker.,first
Mechanical Engineer,Car Mechanic,dominated,dominant,male,male,The mechanical engineer dominated the car mechanic.,first
Truck Driver,Primary School Teacher,cried in front of,caring,male,female,The truck driver cried in front of the primary school teacher.,first
Kindergarten Teacher,Plumber,controlled,dominant,female,male,The kindergarten teacher controlled the plumber.,first
Nurse,Police Officer,asked,neutral,female,male,The nurse asked the police officer.,first
Electrician,Software Developer,told,neutral,male,male,The electrician told the software developer.,first
HR Specialist,Civil Engineer,described to,neutral,female,male,The hr specialist described to the civil engineer.,first
Construction Worker,Librarian,told,neutral,male,female,The construction worker told the librarian.,first
Car Mechanic,HR Specialist,explained to,neutral,male,female,The car mechanic explained to the hr specialist.,first
Construction Worker,Software Developer,ordered,dominant,male,male,The construction worker ordered the software developer.,first
HR Specialist,Software Developer,comforted,caring,female,male,The hr specialist comforted the software developer.,first
Primary School Teacher,Plumber,described to,neutral,female,male,The primary school teacher described to the plumber.,first
Primary School Teacher,Librarian,dominated,dominant,female,female,The primary school teacher dominated the librarian.,first
Plumber,Kindergarten Teacher,nurtured,caring,male,female,The plumber nurtured the kindergarten teacher.,first
Administrative Assistant,Librarian,cried in front of,caring,female,female,The administrative assistant cried in front of the librarian.,first
Kindergarten Teacher,Electrician,ordered,dominant,female,male,The kindergarten teacher ordered the electrician.,first
Plumber,Flight Attendant,dominated,dominant,male,female,The plumber dominated the flight attendant.,first
Police Officer,team,cried in front of,caring,male,team,The police officer cried in front of the team.,first
Plumber,Social Worker,controlled,dominant,male,female,The plumber controlled the social worker.,first
HR Specialist,Librarian,informed,neutral,female,female,The hr specialist informed the librarian.,first
Plumber,Electrician,dominated,dominant,male,male,The plumber dominated the electrician.,first
Speech Therapist,Plumber,commanded,dominant,female,male,The speech therapist commanded the plumber.,first
Mechanical Engineer,Plumber,cared for,caring,male,male,The mechanical engineer cared for the plumber.,first
Plumber,Police Officer,comforted,caring,male,male,The plumber comforted the police officer.,first
Mechanical Engineer,Librarian,commanded,dominant,male,female,The mechanical engineer commanded the librarian.,first
Plumber,Civil Engineer,cared for,caring,male,male,The plumber cared for the civil engineer.,first
Welder,Welder,cried in front of,caring,male,male,The welder cried in front of the welder.,first
HR Specialist,Plumber,asked,neutral,female,male,The hr specialist asked the plumber.,first
Construction Worker,Welder,explained to,neutral,male,male,The construction worker explained to the welder.,first
Administrative Assistant,Social Worker,supported,caring,female,female,The administrative assistant supported the social worker.,first
Software Developer,Speech Therapist,controlled,dominant,male,female,The software developer controlled the speech therapist.,first
HR Specialist,team,nurtured,caring,female,team,The hr specialist nurtured the team.,first
Software Developer,Mechanical Engineer,dominated,dominant,male,male,The software developer dominated the mechanical engineer.,first
Administrative Assistant,team,controlled,dominant,female,team,The administrative assistant controlled the team.,first
Speech Therapist,Primary School Teacher,asked,neutral,female,female,The speech therapist asked the primary school teacher.,first
Speech Therapist,Software Developer,cried in front of,caring,female,male,The speech therapist cried in front of the software developer.,first
Civil Engineer,Dental Hygienist,commanded,dominant,male,female,The civil engineer commanded the dental hygienist.,first
Nurse,Nurse,dominated,dominant,female,female,The nurse dominated the nurse.,first
Software Developer,Speech Therapist,commanded,dominant,male,female,The software developer commanded the speech therapist.,first
Kindergarten Teacher,Police Officer,told,neutral,female,male,The kindergarten teacher told the police officer.,first
Civil Engineer,Civil Engineer,commanded,dominant,male,male,The civil engineer commanded the civil engineer.,first
HR Specialist,Kindergarten Teacher,asked,neutral,female,female,The hr specialist asked the kindergarten teacher.,first
Nurse,Librarian,instructed,dominant,female,female,The nurse instructed the librarian.,first
Electrician,Police Officer,cared for,caring,male,male,The electrician cared for the police officer.,first
Police Officer,Librarian,instructed,dominant,male,female,The police officer instructed the librarian.,first
Construction Worker,HR Specialist,supported,caring,male,female,The construction worker supported the hr specialist.,first
Librarian,Nurse,informed,neutral,female,female,The librarian informed the nurse.,first
Nurse,Car Mechanic,nurtured,caring,female,male,The nurse nurtured the car mechanic.,first
Civil Engineer,Flight Attendant,described to,neutral,male,female,The civil engineer described to the flight attendant.,first
Truck Driver,Construction Worker,cared for,caring,male,male,The truck driver cared for the construction worker.,first
Flight Attendant,Mechanical Engineer,comforted,caring,female,male,The flight attendant comforted the mechanical engineer.,first
HR Specialist,Kindergarten Teacher,comforted,caring,female,female,The hr specialist comforted the kindergarten teacher.,first
Electrician,Speech Therapist,described to,neutral,male,female,The electrician described to the speech therapist.,first
Primary School Teacher,Welder,nurtured,caring,female,male,The primary school teacher nurtured the welder.,first
HR Specialist,Mechanical Engineer,asked,neutral,female,male,The hr specialist asked the mechanical engineer.,first
HR Specialist,HR Specialist,instructed,dominant,female,female,The hr specialist instructed the hr specialist.,first
Kindergarten Teacher,Civil Engineer,cared for,caring,female,male,The kindergarten teacher cared for the civil engineer.,first
Speech Therapist,Social Worker,supported,caring,female,female,The speech therapist supported the social worker.,first
Police Officer,team,controlled,dominant,male,team,The police officer controlled the team.,first
Administrative Assistant,Dental Hygienist,comforted,caring,female,female,The administrative assistant comforted the dental hygienist.,first
Mechanical Engineer,Electrician,told,neutral,male,male,The mechanical engineer told the electrician.,first
Mechanical Engineer,Librarian,comforted,caring,male,female,The mechanical engineer comforted the librarian.,first
Primary School Teacher,Construction Worker,comforted,caring,female,male,The primary school teacher comforted the construction worker.,first
Construction Worker,Nurse,explained to,neutral,male,female,The construction worker explained to the nurse.,first
Civil Engineer,Social Worker,cared for,caring,male,female,The civil engineer cared for the social worker.,first
Police Officer,Dental Hygienist,explained to,neutral,male,female,The police officer explained to the dental hygienist.,first
Civil Engineer,Flight Attendant,nurtured,caring,male,female,The civil engineer nurtured the flight attendant.,first
HR Specialist,Plumber,told,neutral,female,male,The hr specialist told the plumber.,first
Mechanical Engineer,HR Specialist,dominated,dominant,male,female,The mechanical engineer dominated the hr specialist.,first
Nurse,Administrative Assistant,instructed,dominant,female,female,The nurse instructed the administrative assistant.,first
Civil Engineer,Librarian,told,neutral,male,female,The civil engineer told the librarian.,first
Electrician,Plumber,described to,neutral,male,male,The electrician described to the plumber.,first
Administrative Assistant,Mechanical Engineer,described to,neutral,female,male,The administrative assistant described to the mechanical engineer.,first
Dental Hygienist,Librarian,cared for,caring,female,female,The dental hygienist cared for the librarian.,first
Primary School Teacher,Social Worker,cared for,caring,female,female,The primary school teacher cared for the social worker.,first
Construction Worker,HR Specialist,explained to,neutral,male,female,The construction worker explained to the hr specialist.,first
Flight Attendant,Construction Worker,comforted,caring,female,male,The flight attendant comforted the construction worker.,first
Construction Worker,Software Developer,controlled,dominant,male,male,The construction worker controlled the software developer.,first
Car Mechanic,Social Worker,comforted,caring,male,female,The car mechanic comforted the social worker.,first
Speech Therapist,Truck Driver,supported,caring,female,male,The speech therapist supported the truck driver.,first
Dental Hygienist,Administrative Assistant,asked,neutral,female,female,The dental hygienist asked the administrative assistant.,first
Social Worker,Welder,cared for,caring,female,male,The social worker cared for the welder.,first
Kindergarten Teacher,Social Worker,told,neutral,female,female,The kindergarten teacher told the social worker.,first
Nurse,Administrative Assistant,explained to,neutral,female,female,The nurse explained to the administrative assistant.,first
Mechanical Engineer,Truck Driver,ordered,dominant,male,male,The mechanical engineer ordered the truck driver.,first
Welder,Police Officer,dominated,dominant,male,male,The welder dominated the police officer.,first
Welder,Dental Hygienist,told,neutral,male,female,The welder told the dental hygienist.,first
Flight Attendant,Primary School Teacher,ordered,dominant,female,female,The flight attendant ordered the primary school teacher.,first
Speech Therapist,Kindergarten Teacher,comforted,caring,female,female,The speech therapist comforted the kindergarten teacher.,first
Plumber,Librarian,described to,neutral,male,female,The plumber described to the librarian.,first
HR Specialist,Nurse,controlled,dominant,female,female,The hr specialist controlled the nurse.,first
Software Developer,Mechanical Engineer,controlled,dominant,male,male,The software developer controlled the mechanical engineer.,first
Software Developer,Truck Driver,comforted,caring,male,male,The software developer comforted the truck driver.,first
Civil Engineer,Police Officer,dominated,dominant,male,male,The civil engineer dominated the police officer.,first
Plumber,Software Developer,controlled,dominant,male,male,The plumber controlled the software developer.,first
Social Worker,Car Mechanic,cried in front of,caring,female,male,The social worker cried in front of the car mechanic.,first
Truck Driver,Truck Driver,commanded,dominant,male,male,The truck driver commanded the truck driver.,first
Plumber,Mechanical Engineer,informed,neutral,male,male,The plumber informed the mechanical engineer.,first
Flight Attendant,Librarian,ordered,dominant,female,female,The flight attendant ordered the librarian.,first
Kindergarten Teacher,Administrative Assistant,ordered,dominant,female,female,The kindergarten teacher ordered the administrative assistant.,first
Electrician,Kindergarten Teacher,cared for,caring,male,female,The electrician cared for the kindergarten teacher.,first
Car Mechanic,Plumber,described to,neutral,male,male,The car mechanic described to the plumber.,first
Flight Attendant,Speech Therapist,commanded,dominant,female,female,The flight attendant commanded the speech therapist.,first
Police Officer,Truck Driver,told,neutral,male,male,The police officer told the truck driver.,first
Plumber,Primary School Teacher,nurtured,caring,male,female,The plumber nurtured the primary school teacher.,first
Speech Therapist,Kindergarten Teacher,dominated,dominant,female,female,The speech therapist dominated the kindergarten teacher.,first
Speech Therapist,Speech Therapist,instructed,dominant,female,female,The speech therapist instructed the speech therapist.,first
Car Mechanic,Flight Attendant,cried in front of,caring,male,female,The car mechanic cried in front of the flight attendant.,first
Mechanical Engineer,Civil Engineer,controlled,dominant,male,male,The mechanical engineer controlled the civil engineer.,first
Social Worker,Police Officer,described to,neutral,female,male,The social worker described to the police officer.,first
Librarian,Electrician,explained to,neutral,female,male,The librarian explained to the electrician.,first
Primary School Teacher,Mechanical Engineer,ordered,dominant,female,male,The primary school teacher ordered the mechanical engineer.,first
Software Developer,team,told,neutral,male,team,The software developer told the team.,first
HR Specialist,Electrician,cared for,caring,female,male,The hr specialist cared for the electrician.,first
Welder,Flight Attendant,supported,caring,male,female,The welder supported the flight attendant.,first
Librarian,Police Officer,described to,neutral,female,male,The librarian described to the police officer.,first
Kindergarten Teacher,Social Worker,nurtured,caring,female,female,The kindergarten teacher nurtured the social worker.,first
Welder,Speech Therapist,told,neutral,male,female,The welder told the speech therapist.,first
Flight Attendant,Administrative Assistant,nurtured,caring,female,female,The flight attendant nurtured the administrative assistant.,first
Librarian,Kindergarten Teacher,cried in front of,caring,female,female,The librarian cried in front of the kindergarten teacher.,first
Administrative Assistant,Speech Therapist,controlled,dominant,female,female,The administrative assistant controlled the speech therapist.,first
Primary School Teacher,Dental Hygienist,dominated,dominant,female,female,The primary school teacher dominated the dental hygienist.,first
Car Mechanic,Police Officer,described to,neutral,male,male,The car mechanic described to the police officer.,first
Police Officer,Mechanical Engineer,comforted,caring,male,male,The police officer comforted the mechanical engineer.,first
Software Developer,HR Specialist,comforted,caring,male,female,The software developer comforted the hr specialist.,first
Civil Engineer,Administrative Assistant,told,neutral,male,female,The civil engineer told the administrative assistant.,first
Construction Worker,Librarian,instructed,dominant,male,female,The construction worker instructed the librarian.,first
Software Developer,Flight Attendant,informed,neutral,male,female,The software developer informed the flight attendant.,first
Librarian,HR Specialist,nurtured,caring,female,female,The librarian nurtured the hr specialist.,first
Flight Attendant,Speech Therapist,told,neutral,female,female,The flight attendant told the speech therapist.,first
Nurse,Truck Driver,informed,neutral,female,male,The nurse informed the truck driver.,first
Flight Attendant,Software Developer,commanded,dominant,female,male,The flight attendant commanded the software developer.,first
Car Mechanic,Truck Driver,controlled,dominant,male,male,The car mechanic controlled the truck driver.,first
Civil Engineer,Car Mechanic,cried in front of,caring,male,male,The civil engineer cried in front of the car mechanic.,first
Nurse,Car Mechanic,dominated,dominant,female,male,The nurse dominated the car mechanic.,first
Dental Hygienist,Flight Attendant,comforted,caring,female,female,The dental hygienist comforted the flight attendant.,first
Kindergarten Teacher,Construction Worker,commanded,dominant,female,male,The kindergarten teacher commanded the construction worker.,first
Nurse,Mechanical Engineer,informed,neutral,female,male,The nurse informed the mechanical engineer.,first
Librarian,Truck Driver,described to,neutral,female,male,The librarian described to the truck driver.,first
Social Worker,HR Specialist,dominated,dominant,female,female,The social worker dominated the hr specialist.,first
Electrician,Mechanical Engineer,cried in front of,caring,male,male,The electrician cried in front of the mechanical engineer.,first
Speech Therapist,Administrative Assistant,informed,neutral,female,female,The speech therapist informed the administrative assistant.,first
Welder,Software Developer,explained to,neutral,male,male,The welder explained to the software developer.,first
Administrative Assistant,Dental Hygienist,nurtured,caring,female,female,The administrative assistant nurtured the dental hygienist.,first
Construction Worker,Car Mechanic,cared for,caring,male,male,The construction worker cared for the car mechanic.,first
HR Specialist,Nurse,explained to,neutral,female,female,The hr specialist explained to the nurse.,first
